"site"	"y.1"	"y.2"	"y.3"	"y.4"	"y.5"	"n_observations"	"latitude"	"longitude"	"altitud"	"huella"	"time_observations_started.1"	"time_observations_started.2"	"time_observations_started.3"	"time_observations_started.4"	"time_observations_started.5"	"duration_minutes.1"	"duration_minutes.2"	"duration_minutes.3"	"duration_minutes.4"	"duration_minutes.5"	"effort_distance_km.1"	"effort_distance_km.2"	"effort_distance_km.3"	"effort_distance_km.4"	"effort_distance_km.5"	"number_observers.1"	"number_observers.2"	"number_observers.3"	"number_observers.4"	"number_observers.5"	"protocol_type.1"	"protocol_type.2"	"protocol_type.3"	"protocol_type.4"	"protocol_type.5"
"179"	"L13248169_obs734056,obs1919766,obs668929_2021"	0	0	0	NA	NA	3	4.9367967	-75.50701	2166.5	45	6.53333333333333	6.63333333333333	6.75	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"180"	"L13248169_obs734056,obs668929,obs1919766_2021"	0	1	1	0	0	5	4.9367967	-75.50701	2166.5	45	6.35	6.46666666666667	6.65	6.75	6.88333333333333	5	5	5	5	5	0	0	0	0	0	2	2	2	2	2	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"181"	"L13248432_obs1919766,obs1673374,obs668929_2021"	0	0	NA	NA	NA	2	4.9277083	-75.5100477	2381	20	8.05	7.93333333333333	NA	NA	NA	5	5	NA	NA	NA	0	0	NA	NA	NA	2	2	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"182"	"L13248432_obs734056,obs1919766,obs668929_2021"	0	0	0	NA	NA	3	4.9277083	-75.5100477	2381	20	8.18333333333333	8.28333333333333	8.38333333333333	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"183"	"L13248432_obs734056,obs668929,obs1919766_2021"	0	0	0	0	0	5	4.9277083	-75.5100477	2381	20	7.75	7.88333333333333	8.35	8.45	8.6	5	5	5	5	5	0	0	0	0	0	2	2	2	2	2	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"184"	"L13253871_obs773487_2021"	0	0	0	0	1	5	5.0842145	-75.6671202	994	68	17.3333333333333	18.8666666666667	8.65	8.93333333333333	9.56666666666667	15	8	27	8	38	1.7	0	0	0	0	1	1	1	1	1	"Traveling"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"185"	"L13262334_obs1919766,obs1673374,obs668929_2021"	0	0	NA	NA	NA	2	4.926819	-75.510977	2381	20	8.76666666666667	8.61666666666667	NA	NA	NA	5	5	NA	NA	NA	0	0	NA	NA	NA	2	2	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"186"	"L13262334_obs668929,obs734056,obs1919766_2021"	0	0	0	0	NA	4	4.926819	-75.510977	2381	20	8.41666666666667	8.68333333333333	10.8333333333333	14.5	NA	5	5	10	10	NA	0	0	0	0	NA	1	2	2	2	NA	"Stationary"	"Stationary"	"Stationary"	"Stationary"	NA
"187"	"L13262334_obs734056,obs1919766,obs668929_2021"	0	0	0	0	NA	4	4.926819	-75.510977	2381	20	8.91666666666667	9.03333333333333	9.11666666666667	9.9	NA	5	5	5	2	NA	0	0.14	0	0	NA	2	2	2	2	NA	"Stationary"	"Traveling"	"Stationary"	"Stationary"	NA
"188"	"L13262334_obs734056,obs668929,obs1919766_2021"	0	0	0	NA	NA	3	4.926819	-75.510977	2381	20	9.43333333333333	9.51666666666667	9.63333333333333	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"189"	"L13262611_obs668929,obs734056,obs1919766_2021"	0	0	0	NA	NA	3	4.924753	-75.513945	2381	20	9.15	9.36666666666667	10.0333333333333	NA	NA	5	5	30	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"190"	"L13264735_obs1919766,obs1673374,obs668929_2021"	0	0	1	NA	NA	3	4.934434	-75.506733	2166.5	45	7.3	7.15	7.03333333333333	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"191"	"L13264735_obs734056,obs1919766,obs668929_2021"	0	0	0	NA	NA	3	4.934434	-75.506733	2166.5	45	7.03333333333333	7.13333333333333	7.23333333333333	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"192"	"L13264735_obs734056,obs668929,obs1919766_2021"	0	0	1	0	0	5	4.934434	-75.506733	2166.5	45	7.05	6.81666666666667	7.2	7.31666666666667	7.43333333333333	5	5	5	5	5	0	0	0	0	0	2	2	2	2	2	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"193"	"L13265131_obs1673374,obs1919766,obs668929_2021"	0	0	0	NA	NA	3	4.926911	-75.452849	2437.5	42	6.65	6.55	6.43333333333333	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"194"	"L13265131_obs734056,obs1919766,obs668929_2021"	0	0	0	NA	NA	3	4.926911	-75.452849	2437.5	42	7.56666666666667	7.66666666666667	7.76666666666667	NA	NA	5	5	2	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"195"	"L13265131_obs734056,obs668929,obs1919766_2021"	0	0	0	0	NA	4	4.926911	-75.452849	2437.5	42	6.91666666666667	7	6.95	7.05	NA	5	5	5	5	NA	0	0	0	0	NA	2	2	2	2	NA	"Stationary"	"Stationary"	"Stationary"	"Stationary"	NA
"196"	"L13265190_obs1673374,obs1919766,obs668929_2021"	0	0	0	NA	NA	3	4.924107	-75.452187	2437.5	42	7.58333333333333	7.46666666666667	7.36666666666667	NA	NA	5	6	5	NA	NA	0	0	0	NA	NA	1	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"197"	"L13265190_obs734056,obs1919766,obs668929_2021"	0	0	0	NA	NA	3	4.924107	-75.452187	2437.5	42	8.46666666666667	8.58333333333333	8.68333333333333	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"198"	"L13265190_obs734056,obs668929,obs1919766_2021"	0	0	0	NA	NA	3	4.924107	-75.452187	2437.5	42	7.95	8.06666666666667	8.46666666666667	NA	NA	2	5	5	NA	NA	0	0	0	NA	NA	2	5	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"199"	"L13265243_obs1673374,obs1919766,obs668929_2021"	0	0	0	0	NA	4	4.920219	-75.45025	2569	40	9.45	8.06666666666667	7.96666666666667	7.86666666666667	NA	5	21	5	5	NA	0	0	0	0	NA	2	2	2	1	NA	"Stationary"	"Stationary"	"Stationary"	"Stationary"	NA
"200"	"L13265243_obs734056,obs1919766,obs668929_2021"	0	0	0	NA	NA	3	4.920219	-75.45025	2569	40	8.91666666666667	9.01666666666667	9.11666666666667	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"201"	"L13265243_obs734056,obs668929,obs1919766_2021"	0	0	0	0	0	5	4.920219	-75.45025	2569	40	8.7	8.81666666666667	8.28333333333333	9.1	9.18333333333333	5	5	5	5	5	0	0	0	0	0	2	2	2	2	2	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"202"	"L13276762_obs2044848_2021"	0	0	NA	NA	NA	2	5.3426125	-75.1571542	2591	51	6.61666666666667	11.7166666666667	NA	NA	NA	60	83	NA	NA	NA	0.63	0.67	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"203"	"L13294269_obs793173_2021"	1	0	1	NA	NA	3	5.3815527	-75.1604182	2036	62	16.6333333333333	16.6333333333333	11.0833333333333	NA	NA	29	27	29	NA	NA	0	0.87	0	NA	NA	1	1	1	NA	NA	"Stationary"	"Traveling"	"Stationary"	NA	NA
"204"	"L13303121_obs773487_2021"	0	0	NA	NA	NA	2	5.0672086	-75.5292172	1986	77	10.5166666666667	11.45	NA	NA	NA	30	10	NA	NA	NA	0.19	0	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Stationary"	NA	NA	NA
"205"	"L13308269_obs1352185_2021"	1	0	NA	NA	NA	2	5.3356986	-75.0502575	1137	60	6.83333333333333	9.41666666666667	NA	NA	NA	144	3	NA	NA	NA	3.122	0.241	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"206"	"L13319253_obs621924,obs1920219_2021"	0	0	0	0	0	5	5.0662311	-75.4482584	2337	25	7.25	7	18.5	6.5	6.5	240	300	20	292	298	2	2	0	2	1	3	3	3	2	2	"Traveling"	"Traveling"	"Stationary"	"Traveling"	"Traveling"
"207"	"L13336081_obs693372_2021"	0	0	NA	NA	NA	2	5.0522178	-75.4929178	2135	91	8.61666666666667	9.58333333333333	NA	NA	NA	10	5	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"208"	"L13349355_obs668929,obs1919766,obs1673374_2021"	0	0	0	NA	NA	3	4.9643702	-75.493016	2438	51	8.46666666666667	8.6	8.71666666666667	NA	NA	5	6	8	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"209"	"L13349355_obs734056,obs668929,obs1919766_2021"	0	0	0	0	0	5	4.9643702	-75.493016	2438	51	7.63333333333333	7.83333333333333	8.16666666666667	8.26666666666667	8.38333333333333	5	5	5	5	5	0	0	0	0.25	0	2	2	2	2	2	"Stationary"	"Stationary"	"Stationary"	"Traveling"	"Stationary"
"210"	"L13349466_obs668929,obs1919766,obs1673374_2021"	0	0	0	NA	NA	3	4.960237	-75.493585	2438	51	8.98333333333333	9.1	9.2	NA	NA	5	5	8	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"211"	"L13349466_obs734056,obs668929,obs1919766_2021"	0	0	0	0	0	5	4.960237	-75.493585	2438	51	8.16666666666667	8.06666666666667	8.65	8.75	8.85	5	5	5	5	5	0	0	0	0	0	2	2	2	2	2	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"212"	"L13349878_obs1673374,obs1919766,obs668929_2021"	0	0	0	NA	NA	3	4.9216738	-75.4475114	2569	40	8.86666666666667	8.76666666666667	8.63333333333333	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"213"	"L13349878_obs668929,obs734056,obs1919766_2021"	0	0	NA	NA	NA	2	4.9216738	-75.4475114	2569	40	6.73333333333333	6.68333333333333	NA	NA	NA	5	5	NA	NA	NA	0	0	NA	NA	NA	2	2	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"214"	"L13349878_obs734056,obs1919766,obs668929_2021"	0	0	0	0	NA	4	4.9216738	-75.4475114	2569	40	6.68333333333333	6.45	6.56666666666667	6.66666666666667	NA	5	5	5	5	NA	0	0	0	0	NA	2	2	2	2	NA	"Stationary"	"Stationary"	"Stationary"	"Stationary"	NA
"215"	"L13349916_obs1673374,obs1919766,obs668929_2021"	0	0	0	NA	NA	3	4.9205171	-75.4452751	2569	40	8.86666666666667	8.76666666666667	8.66666666666667	NA	NA	5	5	6	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"216"	"L13349916_obs734056,obs1919766,obs668929_2021"	0	0	0	0	NA	4	4.9205171	-75.4452751	2569	40	7.2	6.9	7	7.11666666666667	NA	5	5	5	5	NA	0	0	0	0	NA	2	2	2	2	NA	"Stationary"	"Stationary"	"Stationary"	"Stationary"	NA
"217"	"L13349916_obs734056,obs668929,obs1919766_2021"	0	0	NA	NA	NA	2	4.9205171	-75.4452751	2569	40	6.98333333333333	7.1	NA	NA	NA	5	5	NA	NA	NA	0	0	NA	NA	NA	2	2	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"218"	"L13349933_obs1673374,obs1919766,obs668929_2021"	0	0	0	NA	NA	3	4.9195076	-75.4418539	2873	42	8.43333333333333	8.33333333333333	8.21666666666667	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"219"	"L13349933_obs734056,obs1919766,obs668929_2021"	0	0	0	0	0	5	4.9195076	-75.4418539	2873	42	7.86666666666667	7.93333333333333	7.33333333333333	7.43333333333333	7.56666666666667	5	5	5	5	5	0	0	0	0	0	2	2	2	2	2	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"220"	"L13349933_obs734056,obs668929,obs1919766_2021"	0	0	0	NA	NA	3	4.9195076	-75.4418539	2873	42	7.63333333333333	7.75	7.85	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"221"	"L13349996_obs1673374,obs1919766,obs668929_2021"	0	0	0	NA	NA	3	4.9096683	-75.4271033	2991	42	7.76666666666667	7.65	7.51666666666667	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"222"	"L13349996_obs734056,obs1919766,obs668929_2021"	0	0	0	0	0	5	4.9096683	-75.4271033	2991	42	8.4	8.61666666666667	7.88333333333333	7.98333333333333	8.1	5	5	5	5	5	0.13	0	0	0	0	2	2	2	2	2	"Traveling"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"223"	"L13349996_obs734056,obs668929,obs1919766_2021"	0	0	NA	NA	NA	2	4.9096683	-75.4271033	2991	42	8.33333333333333	8.43333333333333	NA	NA	NA	5	5	NA	NA	NA	0	0	NA	NA	NA	2	2	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"224"	"L13350049_obs1673374,obs1919766,obs668929_2021"	0	0	0	NA	NA	3	4.9051358	-75.4264775	2991	42	7.21666666666667	7.1	6.93333333333333	NA	NA	5	5	6	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"225"	"L13350049_obs734056,obs1919766,obs668929_2021"	0	0	0	0	0	5	4.9051358	-75.4264775	2991	42	8.93333333333333	9.01666666666667	8.53333333333333	8.7	8.96666666666667	5	5	5	9	5	0	0	0	0	0	2	2	2	2	2	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"226"	"L13350049_obs734056,obs668929,obs1919766_2021"	0	0	0	NA	NA	3	4.9051358	-75.4264775	2991	42	8.65	8.76666666666667	8.85	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"227"	"L13350074_obs1673374,obs1919766,obs668929_2021"	0	0	0	NA	NA	3	4.8941058	-75.4275217	3059	17	6.56666666666667	6.46666666666667	6.33333333333333	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	1	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"228"	"L13350074_obs668929,obs1919766,obs734056_2021"	0	0	0	NA	NA	3	4.8941058	-75.4275217	3059	17	9.33333333333333	9.68333333333333	9.58333333333333	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"229"	"L13350074_obs734056,obs1919766,obs668929_2021"	0	0	0	0	NA	4	4.8941058	-75.4275217	3059	17	9.45	9.21666666666667	9.33333333333333	9.43333333333333	NA	5	5	5	5	NA	0	0	0	0	NA	2	2	2	2	NA	"Stationary"	"Stationary"	"Stationary"	"Stationary"	NA
"230"	"L13350074_obs734056,obs668929,obs1919766_2021"	0	0	NA	NA	NA	2	4.8941058	-75.4275217	3059	17	9.13333333333333	9.23333333333333	NA	NA	NA	5	5	NA	NA	NA	0	0	NA	NA	NA	2	2	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"231"	"L13375029_obs723466_2021"	0	1	1	NA	NA	3	5.2415669	-75.7778196	1688	68	16.3666666666667	16.1	16.4333333333333	NA	NA	87	60	61	NA	NA	0	0.73	0	NA	NA	1	3	1	NA	NA	"Stationary"	"Traveling"	"Stationary"	NA	NA
"232"	"L13375029_obs723466,obs1620258,obs1697054_2021"	0	0	NA	NA	NA	2	5.2415669	-75.7778196	1688	68	16	17	NA	NA	NA	120	67	NA	NA	NA	0	0	NA	NA	NA	2	2	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"233"	"L13375029_obs723466,obs1697054_2021"	1	0	0	0	NA	4	5.2415669	-75.7778196	1688	68	6.98333333333333	17.15	17.25	17.55	NA	16	45	75	34	NA	0	0	0	0	NA	1	3	3	3	NA	"Stationary"	"Stationary"	"Stationary"	"Stationary"	NA
"234"	"L13396698_obs1025697_2021"	0	0	NA	NA	NA	2	5.0534591	-75.4662942	2326	60	7.43333333333333	7.5	NA	NA	NA	16	15	NA	NA	NA	1	0	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Stationary"	NA	NA	NA
"235"	"L13408748_obs1025697_2021"	0	0	0	0	0	5	5.0505162	-75.4806766	2162	94	8.5	8.73333333333333	7.56666666666667	10.4666666666667	9.66666666666667	5	5	5	3	10	0	0	0	0	0	1	1	1	1	1	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"236"	"L13452876_obs1603937,obs1439256_2021"	1	0	NA	NA	NA	2	5.2820247	-75.1347132	2193	45	6.81666666666667	7.03333333333333	NA	NA	NA	11	139	NA	NA	NA	0.26	1.5	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"237"	"L13461274_obs1699657,obs915075,obs1072126_2021"	1	1	NA	NA	NA	2	5.2140389	-75.7854151	1498	65	6.43333333333333	6.23333333333333	NA	NA	NA	193	183	NA	NA	NA	1.51	1.29	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"238"	"L13490673_obs1790202_2021"	0	0	NA	NA	NA	2	4.9940941	-75.4312119	2498	54	14.9833333333333	7.25	NA	NA	NA	150	180	NA	NA	NA	3	10	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"239"	"L13530640_obs910395_2021"	0	0	NA	NA	NA	2	5.4922982	-75.7790214	2738	51	6	19	NA	NA	NA	240	10	NA	NA	NA	0	0	NA	NA	NA	2	3	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"240"	"L13542658_obs693372_2021"	0	0	NA	NA	NA	2	5.0511357	-75.4916421	2135	91	9.16666666666667	6.58333333333333	NA	NA	NA	5	12	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"241"	"L13551274_obs884204_2021"	1	0	1	NA	NA	3	4.9869273	-75.6555925	1303	62	5.71666666666667	8.03333333333333	9.1	NA	NA	40	1	45	NA	NA	0	0	3	NA	NA	1	1	1	NA	NA	"Stationary"	"Stationary"	"Traveling"	NA	NA
"242"	"L13591058_obs1068187_2021"	0	0	0	0	NA	4	5.0787323	-75.5240014	2016	94	14.7	11.9166666666667	14	10.0166666666667	NA	17	3	5	23	NA	0.13	0	0	0	NA	1	1	1	1	NA	"Traveling"	"Stationary"	"Stationary"	"Stationary"	NA
"243"	"L13751963_obs1349435_2021"	0	1	NA	NA	NA	2	5.079293	-75.509499	2049.5	77	8.38333333333333	12.9333333333333	NA	NA	NA	14	13	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"244"	"L13756774_obs1083681,obs721680,obs998590_2021"	0	0	NA	NA	NA	2	4.8631761	-75.3952641	3588.5	48	9.86666666666667	11.5666666666667	NA	NA	NA	30	7	NA	NA	NA	0.3	0.18	NA	NA	NA	3	3	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"245"	"L13770499_obs1439256_2021"	0	0	NA	NA	NA	2	5.3059688	-75.0077971	1338	74	6.95	7.35	NA	NA	NA	15	33	NA	NA	NA	1	0.23	NA	NA	NA	5	5	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"246"	"L13772532_obs629554_2021"	0	1	1	NA	NA	3	5.0479694	-75.4907389	2019	57	7.3	7.25	6.85	NA	NA	111	71	94	NA	NA	0.36	0.36	0.36	NA	NA	1	1	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"247"	"L13788617_obs897647_2021"	1	1	1	0	1	5	5.0896683	-75.5951367	1343	62	6.95	7.45	9.28333333333333	7.16666666666667	7.76666666666667	12	90	15	14	144	0	1.51	0	0.17	2.87	1	2	1	1	1	"Stationary"	"Traveling"	"Stationary"	"Traveling"	"Traveling"
"248"	"L13794419_obs1017330_2021"	1	0	NA	NA	NA	2	5.0652249	-75.4712087	2155	94	6.98333333333333	8.9	NA	NA	NA	291	240	NA	NA	NA	8.6	8.79	NA	NA	NA	3	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"249"	"L13883150_obs513909_2021"	1	1	1	NA	NA	3	5.3414319	-74.7103308	180	68	10.3833333333333	9.38333333333333	5.88333333333333	NA	NA	120	60	180	NA	NA	1.09	0.96	2.5	NA	NA	1	1	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"250"	"L13883180_obs513909_2021"	1	0	1	NA	NA	3	5.3413047	-74.7146075	180	68	6.5	7.48333333333333	15.8833333333333	NA	NA	180	120	90	NA	NA	0.74	0.19	1.2	NA	NA	1	1	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"251"	"L13948130_obs819785_2021"	0	1	1	NA	NA	3	5.0656074	-75.527388	1986	77	7.68333333333333	14.4	7.51666666666667	NA	NA	68	58	68	NA	NA	0	0	0	NA	NA	1	1	1	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"252"	"L13968293_obs884204_2021"	0	0	NA	NA	NA	2	5.0894545	-75.6080009	1316	60	17.3333333333333	17.3833333333333	NA	NA	NA	19	11	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"253"	"L13993712_obs900255_2021"	0	0	NA	NA	NA	2	4.991052	-75.576006	1495	60	8.55	11.0166666666667	NA	NA	NA	230	120	NA	NA	NA	2.93	1.41	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"254"	"L14003366_obs977369_2021"	0	0	0	1	1	5	4.9796933	-75.658095	1334	62	11.5833333333333	12.05	12.4833333333333	9.83333333333333	12.6166666666667	25	22	20	33	63	0	0.19	0	0	0	1	1	1	1	1	"Stationary"	"Traveling"	"Stationary"	"Stationary"	"Stationary"
"255"	"L14015190_obs1017330,obs1583155,obs1046637_2021"	0	0	NA	NA	NA	2	5.0850658	-75.5704358	1347	65	17.25	21.25	NA	NA	NA	180	28	NA	NA	NA	1.11	0.38	NA	NA	NA	4	5	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"256"	"L14020539_obs1017330,obs1583155,obs1046637_2021"	0	0	NA	NA	NA	2	5.0856767	-75.5705433	1486	65	9.53333333333333	16.2166666666667	NA	NA	NA	204	55	NA	NA	NA	0.92	0	NA	NA	NA	5	5	NA	NA	NA	"Traveling"	"Stationary"	NA	NA	NA
"257"	"L14020539_obs1583155_2021"	0	0	NA	NA	NA	2	5.0856767	-75.5705433	1486	65	10.75	10.35	NA	NA	NA	164	168	NA	NA	NA	1.17	0.96	NA	NA	NA	2	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"258"	"L14061761_obs397020_2021"	1	1	1	NA	NA	3	5.134122	-75.7003743	851	74	17.3833333333333	17.2666666666667	7.3	NA	NA	29	10	32	NA	NA	0	0	0	NA	NA	1	1	1	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"259"	"L14061764_obs693372_2021"	0	0	0	0	1	5	5.0491589	-75.4877499	2135	91	10.95	17.3833333333333	14.7166666666667	16.05	16.4666666666667	9	12	7	16	8	0	0	0	0	0	1	1	1	1	1	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"260"	"L14132774_obs622414_2021"	1	0	1	0	0	5	5.0087058	-75.426215	2424	54	10.05	10.7833333333333	8.51666666666667	11.7	10	212	5	154	78	86	1.01	0.19	2.09	0.69	0.77	1	1	1	1	1	"Traveling"	"Traveling"	"Traveling"	"Traveling"	"Traveling"
"261"	"L14134089_obs914933_2021"	0	1	NA	NA	NA	2	4.9770655	-75.6020293	1512	65	14.4166666666667	8.65	NA	NA	NA	1	70	NA	NA	NA	1	0	NA	NA	NA	2	1	NA	NA	NA	"Traveling"	"Stationary"	NA	NA	NA
"262"	"L14135830_obs622414_2021"	0	0	NA	NA	NA	2	5.0066017	-75.426205	2424	54	13.85	17.7666666666667	NA	NA	NA	56	21	NA	NA	NA	0.73	0.27	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"263"	"L14194423_obs2074160_2021"	0	0	NA	NA	NA	2	4.9959926	-75.410278	2750	25	7.83333333333333	7.68333333333333	NA	NA	NA	180	180	NA	NA	NA	1.5	3	NA	NA	NA	1	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"264"	"L14207523_obs977369_2021"	0	0	0	0	0	5	5.0492267	-75.409155	2772	40	13.75	7.11666666666667	13.0833333333333	12	16.5333333333333	20	195	285	53	56	0.22	1.39	1.7	0.22	0.7	2	1	1	1	1	"Traveling"	"Traveling"	"Traveling"	"Traveling"	"Traveling"
"265"	"L14220846_obs793173_2021"	1	0	0	NA	NA	3	5.3761264	-75.1353106	1823	57	16.0166666666667	11.4333333333333	8.51666666666667	NA	NA	43	35	30	NA	NA	0.07	0	0	NA	NA	1	1	1	NA	NA	"Traveling"	"Stationary"	"Stationary"	NA	NA
"266"	"L14221456_obs723466,obs1697054_2021"	0	1	NA	NA	NA	2	5.2178209	-75.7456858	1614	62	16.3333333333333	6.18333333333333	NA	NA	NA	20	3	NA	NA	NA	0	0	NA	NA	NA	4	2	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"267"	"L14272945_obs1352185_2021"	1	0	NA	NA	NA	2	5.0635985	-75.4715023	2155	94	6.46666666666667	6.58333333333333	NA	NA	NA	18	100	NA	NA	NA	0.338	1.754	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"268"	"L14311899_obs621924_2021"	0	1	0	0	0	5	5.0624797	-75.4749132	2155	94	6	6	6	17.5	5.75	30	30	20	30	20	4	4	2	4	4	1	1	1	1	1	"Traveling"	"Traveling"	"Traveling"	"Traveling"	"Traveling"
"269"	"L14359696_obs773487_2021"	0	0	NA	NA	NA	2	5.0619444	-75.5436111	1688	65	16	15.1	NA	NA	NA	48	40	NA	NA	NA	0.1	0	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Stationary"	NA	NA	NA
"270"	"L14390157_obs922162,obs1496527_2021"	0	1	NA	NA	NA	2	5.320625	-74.926573	840	60	22.2	5.56666666666667	NA	NA	NA	75	4	NA	NA	NA	0	0	NA	NA	NA	2	2	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
