"site"	"y.1"	"y.2"	"y.3"	"y.4"	"y.5"	"n_observations"	"latitude"	"longitude"	"altitud"	"huella"	"time_observations_started.1"	"time_observations_started.2"	"time_observations_started.3"	"time_observations_started.4"	"time_observations_started.5"	"duration_minutes.1"	"duration_minutes.2"	"duration_minutes.3"	"duration_minutes.4"	"duration_minutes.5"	"effort_distance_km.1"	"effort_distance_km.2"	"effort_distance_km.3"	"effort_distance_km.4"	"effort_distance_km.5"	"number_observers.1"	"number_observers.2"	"number_observers.3"	"number_observers.4"	"number_observers.5"	"protocol_type.1"	"protocol_type.2"	"protocol_type.3"	"protocol_type.4"	"protocol_type.5"
"460"	"L4057071_obs543784,obs553039_2021"	0	0	0	0	NA	4	4.9700471	-75.3780127	3772	60	8.25	9.56666666666667	16.15	5.93333333333333	NA	72	24	111	31	NA	0.3	0.03	0	0	NA	4	4	3	3	NA	"Traveling"	"Traveling"	"Stationary"	"Stationary"	NA
"461"	"L4057071_obs623195,obs800827_2021"	0	0	0	NA	NA	3	4.9700471	-75.3780127	3772	60	15.9333333333333	9.91666666666667	8.15	NA	NA	120	120	81	NA	NA	0.4	0.85	0	NA	NA	2	2	2	NA	NA	"Traveling"	"Traveling"	"Stationary"	NA	NA
"462"	"L4057071_obs627637_2021"	0	0	0	NA	NA	3	4.9700471	-75.3780127	3772	60	16.7666666666667	6.23333333333333	6.8	NA	NA	24	27	51	NA	NA	0.805	0	1.094	NA	NA	1	1	1	NA	NA	"Traveling"	"Stationary"	"Traveling"	NA	NA
"463"	"L4057071_obs644480_2021"	0	0	NA	NA	NA	2	4.9700471	-75.3780127	3772	60	15.95	6.18333333333333	NA	NA	NA	122	105	NA	NA	NA	1.127	6.494	NA	NA	NA	3	3	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"464"	"L4057071_obs724180_2021"	0	0	0	NA	NA	3	4.9700471	-75.3780127	3772	60	9.5	10.75	14.1666666666667	NA	NA	60	84	90	NA	NA	0.1	0.39	1.26	NA	NA	1	1	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"465"	"L4057071_obs744505,obs561804_2021"	0	0	NA	NA	NA	2	4.9700471	-75.3780127	3772	60	16.9	8	NA	NA	NA	59	70	NA	NA	NA	0	0.05	NA	NA	NA	2	3	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"466"	"L4057364_obs2409347_2021"	0	0	1	NA	NA	3	4.997564	-75.551333	1491	62	10.1	9.03333333333333	7.71666666666667	NA	NA	6	196	240	NA	NA	0.209	8.948	5	NA	NA	1	1	2	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"467"	"L4057364_obs923050_2021"	0	0	0	1	NA	4	4.997564	-75.551333	1491	62	7.85	9.35	8.56666666666667	7.96666666666667	NA	14	28	16	122	NA	0.9	0.69	1.67	3.56	NA	1	1	1	1	NA	"Traveling"	"Traveling"	"Traveling"	"Traveling"	NA
"468"	"L4137851_obs1050563_2021"	0	0	NA	NA	NA	2	4.9704611	-75.378474	3772	60	10.2166666666667	11.25	NA	NA	NA	121	51	NA	NA	NA	4	1	NA	NA	NA	2	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"469"	"L4137851_obs1073755_2021"	0	0	0	0	0	5	4.9704611	-75.378474	3772	60	7.5	8	8.25	8.5	11.3833333333333	10	11	10	11	16	0	0	0	0	0	1	1	1	1	1	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"470"	"L4137851_obs2921384_2021"	0	0	NA	NA	NA	2	4.9704611	-75.378474	3772	60	8	8	NA	NA	NA	300	300	NA	NA	NA	0	0	NA	NA	NA	3	3	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"471"	"L4137851_obs538843,obs517384,obs639633_2021"	0	0	NA	NA	NA	2	4.9704611	-75.378474	3772	60	16.6666666666667	9.48333333333333	NA	NA	NA	73	61	NA	NA	NA	2.04	1.46	NA	NA	NA	4	4	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"472"	"L4137851_obs724180_2021"	0	0	0	NA	NA	3	4.9704611	-75.378474	3772	60	15.0666666666667	7.9	15.9833333333333	NA	NA	92	73	45	NA	NA	0.48	0.9	0.38	NA	NA	1	1	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"473"	"L4137851_obs730187_2021"	0	0	0	NA	NA	3	4.9704611	-75.378474	3772	60	7.65	7.26666666666667	7.3	NA	NA	98	125	175	NA	NA	1.669	3.396	4.511	NA	NA	2	1	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"474"	"L4137851_obs730187,obs1147129,obs1147139_2021"	0	0	NA	NA	NA	2	4.9704611	-75.378474	3772	60	12.7333333333333	8.2	NA	NA	NA	180	141	NA	NA	NA	0	3.685	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"475"	"L4281858_obs543784,obs553039_2021"	0	0	NA	NA	NA	2	5.0696236	-75.4441236	2372	22	13.6833333333333	13.55	NA	NA	NA	23	6	NA	NA	NA	0.45	0	NA	NA	NA	4	4	NA	NA	NA	"Traveling"	"Stationary"	NA	NA	NA
"476"	"L4289486_obs693372_2021"	1	1	0	0	1	5	5.1300791	-75.5483987	1507	57	9.7	9.23333333333333	7.41666666666667	8.61666666666667	10.35	79	4	67	93	96	1.34	0	1.9	0.67	1.58	1	1	1	1	1	"Traveling"	"Stationary"	"Traveling"	"Traveling"	"Traveling"
"477"	"L4297759_obs397020_2021"	1	1	NA	NA	NA	2	5.1840383	-75.6789136	806	62	10.1666666666667	7.43333333333333	NA	NA	NA	23	49	NA	NA	NA	3.45	0.49	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"478"	"L4462411_obs2871561_2021"	1	1	NA	NA	NA	2	5.0564338	-75.4943454	2135	91	8	6	NA	NA	NA	120	90	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"479"	"L4462411_obs914074_2021"	0	1	NA	NA	NA	2	5.0564338	-75.4943454	2135	91	9.08333333333333	11.8	NA	NA	NA	10	12	NA	NA	NA	0.12	0	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Stationary"	NA	NA	NA
"480"	"L4464773_obs1699884_2021"	0	1	NA	NA	NA	2	5.6100705	-74.7990739	194	54	14.8166666666667	15.3666666666667	NA	NA	NA	12	41	NA	NA	NA	0.94	4	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"481"	"L4465017_obs1089209_2021"	1	0	NA	NA	NA	2	5.3301486	-74.920224	889	60	8.35	7.3	NA	NA	NA	300	60	NA	NA	NA	0	0	NA	NA	NA	3	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"482"	"L4465017_obs1284433_2021"	0	0	NA	NA	NA	2	5.3301486	-74.920224	889	60	6.35	6.68333333333333	NA	NA	NA	240	180	NA	NA	NA	0	3.83	NA	NA	NA	2	1	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"483"	"L4465017_obs2044848_2021"	1	1	NA	NA	NA	2	5.3301486	-74.920224	889	60	8.06666666666667	5.85	NA	NA	NA	159	143	NA	NA	NA	3.23	1.88	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"484"	"L4465017_obs221342,obs722777_2021"	1	1	0	NA	NA	3	5.3301486	-74.920224	889	60	6.51666666666667	10.35	13.0833333333333	NA	NA	200	66	63	NA	NA	2.45	0.73	0.48	NA	NA	4	4	4	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"485"	"L4465017_obs891143_2021"	0	0	NA	NA	NA	2	5.3301486	-74.920224	889	60	6.35	9.41666666666667	NA	NA	NA	159	89	NA	NA	NA	1.56	0.33	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"486"	"L4465017_obs978757,obs1161749,obs722777_2021"	1	0	NA	NA	NA	2	5.3301486	-74.920224	889	60	12.4	18.5833333333333	NA	NA	NA	20	30	NA	NA	NA	2	0	NA	NA	NA	3	3	NA	NA	NA	"Traveling"	"Stationary"	NA	NA	NA
"487"	"L4510695_obs431114_2021"	0	0	NA	NA	NA	2	5.0186864	-75.4034498	2647	22	14.5	10.5	NA	NA	NA	150	240	NA	NA	NA	4.828	6.437	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"488"	"L4538537_obs621924,obs1449608_2021"	1	0	1	1	NA	4	4.9968613	-75.6166045	1341	82	6.88333333333333	7.63333333333333	8.23333333333333	9.38333333333333	NA	45	35	68	63	NA	0.47	0.26	0.89	1.04	NA	2	2	2	2	NA	"Traveling"	"Traveling"	"Traveling"	"Traveling"	NA
"489"	"L4538537_obs621924,obs397020,obs622414_2021"	0	1	1	1	1	5	4.9968613	-75.6166045	1341	82	7.85	10.7833333333333	7.16666666666667	7.95	9.43333333333333	38	32	46	36	87	0.44	0.73	0.52	0.41	1.08	3	3	3	3	3	"Traveling"	"Traveling"	"Traveling"	"Traveling"	"Traveling"
"490"	"L4538537_obs621924,obs629554,obs397020_2021"	1	1	1	NA	NA	3	4.9968613	-75.6166045	1341	82	7.96666666666667	8.51666666666667	9.46666666666667	NA	NA	32	57	84	NA	NA	0.23	0.69	1.14	NA	NA	3	3	3	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"491"	"L4538537_obs621924,obs629554,obs622414_2021"	1	1	1	0	NA	4	4.9968613	-75.6166045	1341	82	7.11666666666667	7.95	8.63333333333333	9.7	NA	49	40	63	92	NA	0.5	0.25	0.76	0.91	NA	3	3	4	3	NA	"Traveling"	"Traveling"	"Traveling"	"Traveling"	NA
"492"	"L4608443_obs693372_2021"	0	0	0	0	NA	4	4.9880556	-75.4430556	2447	60	8.78333333333333	8.76666666666667	9.88333333333333	8.51666666666667	NA	5	5	5	12	NA	0	0	0	0	NA	1	1	1	1	NA	"Stationary"	"Stationary"	"Stationary"	"Stationary"	NA
"493"	"L465366_obs1045418,obs1469735_2021"	1	1	NA	NA	NA	2	5.4838333	-75.072	1822	14	7.61666666666667	7.46666666666667	NA	NA	NA	120	120	NA	NA	NA	5.81	5.2	NA	NA	NA	1	3	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"494"	"L465366_obs820187,obs1211345,obs1477340,obs2707543,obs721680_2021"	0	0	0	NA	NA	3	5.4838333	-75.072	1822	14	15.1	11.2833333333333	6.51666666666667	NA	NA	100	229	285	NA	NA	3.59	6.13	1.95	NA	NA	7	7	7	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"495"	"L4705645_obs1699884_2021"	1	1	0	NA	NA	3	5.6500242	-74.960382	798	42	16.4333333333333	5.9	9.25	NA	NA	61	120	120	NA	NA	1	0.76	0.57	NA	NA	1	1	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"496"	"L4873144_obs793173_2021"	1	1	NA	NA	NA	2	5.3736814	-75.1543503	2225	45	6.61666666666667	11.6666666666667	NA	NA	NA	266	125	NA	NA	NA	6.41	2.81	NA	NA	NA	1	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"497"	"L4901512_obs1091918,obs1237778_2021"	0	1	NA	NA	NA	2	5.1527434	-75.5070055	1962.5	71	15.5	14.1833333333333	NA	NA	NA	8	70	NA	NA	NA	4.77	8.03	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"498"	"L4977472_obs622414_2021"	0	0	0	0	0	5	5.0087649	-75.42623	2424	54	9.16666666666667	17.6666666666667	15.8333333333333	7.75	8.33333333333333	40	25	40	125	100	0	0	0	0.3	0.2	1	1	1	1	1	"Stationary"	"Stationary"	"Stationary"	"Traveling"	"Traveling"
"499"	"L4979884_obs164576,obs1094360_2021"	0	0	NA	NA	NA	2	4.9802224	-75.3362453	3860	71	15.4333333333333	8.16666666666667	NA	NA	NA	27	30	NA	NA	NA	0	0.326	NA	NA	NA	2	2	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"500"	"L4979884_obs164576,obs413715_2021"	0	0	NA	NA	NA	2	4.9802224	-75.3362453	3860	71	7.66666666666667	11.7833333333333	NA	NA	NA	51	45	NA	NA	NA	1.523	0	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Stationary"	NA	NA	NA
"501"	"L4979884_obs1790202_2021"	0	0	NA	NA	NA	2	4.9802224	-75.3362453	3860	71	12.75	8.5	NA	NA	NA	5	15	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"502"	"L4979884_obs724180_2021"	0	0	0	0	NA	4	4.9802224	-75.3362453	3860	71	13.6166666666667	6.15	17.2166666666667	17.5	NA	20	7	10	23	NA	0.46	0	0	0	NA	1	1	1	1	NA	"Traveling"	"Stationary"	"Stationary"	"Stationary"	NA
"503"	"L5063991_obs923050_2021"	0	0	NA	NA	NA	2	5.020412	-75.423102	2544	25	8.45	9.2	NA	NA	NA	42	106	NA	NA	NA	0.98	3.61	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"504"	"L5069164_obs164576,obs1094360_2021"	0	0	NA	NA	NA	2	4.9336671	-75.3500417	4041	28	16.55	9.28333333333333	NA	NA	NA	12	78	NA	NA	NA	0.825	2.213	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"505"	"L5069164_obs1790202_2021"	0	0	0	NA	NA	3	4.9336671	-75.3500417	4041	28	10.35	9.8	8.75	NA	NA	30	60	45	NA	NA	1.44	6	0	NA	NA	1	2	1	NA	NA	"Traveling"	"Traveling"	"Stationary"	NA	NA
"506"	"L5069164_obs416953_2021"	0	0	0	NA	NA	3	4.9336671	-75.3500417	4041	28	9.06666666666667	7.93333333333333	12.3	NA	NA	7	34	5	NA	NA	0.108	0.619	0	NA	NA	1	1	1	NA	NA	"Traveling"	"Traveling"	"Stationary"	NA	NA
"507"	"L5069164_obs538843_2021"	0	0	NA	NA	NA	2	4.9336671	-75.3500417	4041	28	9.9	8.16666666666667	NA	NA	NA	77	124	NA	NA	NA	0.2	0.86	NA	NA	NA	3	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"508"	"L5069164_obs724180_2021"	0	0	NA	NA	NA	2	4.9336671	-75.3500417	4041	28	14.1666666666667	8.4	NA	NA	NA	24	224	NA	NA	NA	1.91	1.02	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"509"	"L5069164_obs978757_2021"	0	0	NA	NA	NA	2	4.9336671	-75.3500417	4041	28	11	8.1	NA	NA	NA	40	115	NA	NA	NA	0	0	NA	NA	NA	3	2	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"510"	"L5106771_obs820658_2021"	0	1	NA	NA	NA	2	5.0562542	-75.4889104	2135	91	6.15	10.95	NA	NA	NA	10	83	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"511"	"L5221518_obs624555,obs897647_2021"	1	0	0	NA	NA	3	5.0663611	-75.4484167	2337	25	6.1	7.35	8.68333333333333	NA	NA	72	79	65	NA	NA	1.28	5.5	1.67	NA	NA	2	2	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"512"	"L5529238_obs1091918,obs1237778_2021"	0	0	0	NA	NA	3	5.0422867	-75.4449552	2226	57	13.65	14.2333333333333	12.7333333333333	NA	NA	11	44	57	NA	NA	0.43	0	1.83	NA	NA	2	2	2	NA	NA	"Traveling"	"Stationary"	"Traveling"	NA	NA
"513"	"L5529238_obs1193349,obs829085_2021"	0	1	NA	NA	NA	2	5.0422867	-75.4449552	2226	57	17.1333333333333	6.26666666666667	NA	NA	NA	2	163	NA	NA	NA	0	1.59	NA	NA	NA	2	2	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"514"	"L5529238_obs922806_2021"	1	1	0	1	0	5	5.0422867	-75.4449552	2226	57	7.26666666666667	5.7	6.6	8.41666666666667	11.7333333333333	240	22	49	120	60	3	0.82	0.47	0.25	0	3	5	5	5	3	"Traveling"	"Traveling"	"Traveling"	"Traveling"	"Stationary"
"515"	"L5562515_obs666506_2021"	1	1	1	1	1	5	5.1321073	-75.5573044	1310	60	8	8.08333333333333	7.25	8.25	7.5	40	45	55	30	50	0	0	0	0	0	1	1	1	1	1	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"516"	"L5581203_obs1184051_2021"	0	0	NA	NA	NA	2	4.986125	-75.6172417	1378.5	62	14.4166666666667	7.11666666666667	NA	NA	NA	3	3	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"517"	"L5736833_obs693372_2021"	1	1	0	0	1	5	5.0432736	-75.4777706	2117	57	16.1	18.0666666666667	5.33333333333333	16.8833333333333	16.9666666666667	25	17	7	12	15	0.22	0.62	0	0	0	1	1	1	1	1	"Traveling"	"Traveling"	"Stationary"	"Stationary"	"Stationary"
"518"	"L5813781_obs1664735,obs1346860_2021"	1	1	NA	NA	NA	2	5.0905808	-75.5317488	2001	85	7.33333333333333	6.5	NA	NA	NA	180	120	NA	NA	NA	0	0	NA	NA	NA	2	2	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"519"	"L5843049_obs397020_2021"	1	1	1	1	1	5	5.1524822	-75.6892575	960.5	71	9.58333333333333	6.98333333333333	7.21666666666667	15.3	6.73333333333333	11	38	36	30	34	0	0.43	0	0	0	1	1	1	1	1	"Stationary"	"Traveling"	"Stationary"	"Stationary"	"Stationary"
"520"	"L5843049_obs621924,obs397020_2021"	1	1	NA	NA	NA	2	5.1524822	-75.6892575	960.5	71	15.6833333333333	6.68333333333333	NA	NA	NA	101	235	NA	NA	NA	0.46	1	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"521"	"L6094689_obs538843_2021"	0	0	0	0	NA	4	5.0734627	-75.437918	2535	20	6.75	7.5	7.13333333333333	6.66666666666667	NA	44	272	33	206	NA	0.61	5.74	0	2.04	NA	3	3	3	3	NA	"Traveling"	"Traveling"	"Stationary"	"Traveling"	NA
"522"	"L6094689_obs538843,obs517384,obs639633_2021"	0	0	0	NA	NA	3	5.0734627	-75.437918	2535	20	7.91666666666667	13.3333333333333	13.7833333333333	NA	NA	291	37	29	NA	NA	4.74	1.66	0.86	NA	NA	5	3	5	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"523"	"L6248331_obs1017330_2021"	0	0	NA	NA	NA	2	5.3365747	-74.7326624	184	62	6.45	10.0833333333333	NA	NA	NA	153	29	NA	NA	NA	5.87	0.5	NA	NA	NA	3	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"524"	"L6248331_obs1180939_2021"	0	0	NA	NA	NA	2	5.3365747	-74.7326624	184	62	16	15	NA	NA	NA	60	120	NA	NA	NA	0	0	NA	NA	NA	3	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"525"	"L6248331_obs1321753_2021"	1	1	NA	NA	NA	2	5.3365747	-74.7326624	184	62	13.1	6.6	NA	NA	NA	75	59	NA	NA	NA	2.55	1.24	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"526"	"L6248331_obs538843_2021"	1	1	NA	NA	NA	2	5.3365747	-74.7326624	184	62	8.16666666666667	14.3833333333333	NA	NA	NA	174	150	NA	NA	NA	2.83	3.89	NA	NA	NA	4	4	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"527"	"L6248331_obs721680_2021"	0	0	NA	NA	NA	2	5.3365747	-74.7326624	184	62	9.06666666666667	9.06666666666667	NA	NA	NA	300	300	NA	NA	NA	2	2	NA	NA	NA	10	10	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"528"	"L6248331_obs722777_2021"	1	1	NA	NA	NA	2	5.3365747	-74.7326624	184	62	7.16666666666667	15.75	NA	NA	NA	246	134	NA	NA	NA	4.26	4.08	NA	NA	NA	5	3	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"529"	"L630897_obs1050563_2021"	0	1	NA	NA	NA	2	5.0356441	-75.5704321	1284	62	5.13333333333333	12.4166666666667	NA	NA	NA	10	35	NA	NA	NA	0.03	0.5	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"530"	"L630897_obs1093059_2021"	0	1	0	1	1	5	5.0356441	-75.5704321	1284	62	17.8666666666667	13.7666666666667	16.0833333333333	6.21666666666667	17.1833333333333	9	32	29	158	67	0.12	0.72	0	2	1.15	1	1	1	1	1	"Traveling"	"Traveling"	"Stationary"	"Traveling"	"Traveling"
"531"	"L630897_obs162659_2021"	1	1	1	1	1	5	5.0356441	-75.5704321	1284	62	6.25	18.1333333333333	16.9666666666667	6.18333333333333	17.1166666666667	108	20	68	83	25	1.46	0.1	1.4	1.08	0.33	1	1	1	1	1	"Traveling"	"Traveling"	"Traveling"	"Traveling"	"Traveling"
"532"	"L630897_obs162659,obs92701_2021"	1	1	NA	NA	NA	2	5.0356441	-75.5704321	1284	62	16.4833333333333	7.81666666666667	NA	NA	NA	60	121	NA	NA	NA	1.27	1.59	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"533"	"L630897_obs181612_2021"	1	0	0	0	0	5	5.0356441	-75.5704321	1284	62	6.25	8.13333333333333	6.21666666666667	12.1666666666667	16.65	108	193	238	27	70	0.61	1.39	2.21	0.75	0.34	3	1	1	2	1	"Traveling"	"Traveling"	"Traveling"	"Traveling"	"Traveling"
"534"	"L630897_obs2756298_2021"	1	1	1	1	1	5	5.0356441	-75.5704321	1284	62	16	4	16	16	10	60	60	60	60	30	0	0	0	0	1	1	1	1	1	1	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Traveling"
"535"	"L630897_obs672169_2021"	1	0	0	0	0	5	5.0356441	-75.5704321	1284	62	9.83333333333333	7	18	6.5	5.25	70	120	5	90	120	1	0	0	0	0	1	1	1	1	1	"Traveling"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"536"	"L630897_obs899886_2021"	0	0	0	0	0	5	5.0356441	-75.5704321	1284	62	5.75	14.5	6	5.83333333333333	5.83333333333333	180	60	180	120	210	0.6	0.4	0.2	0	0.5	6	8	5	5	6	"Traveling"	"Traveling"	"Traveling"	"Stationary"	"Traveling"
"537"	"L630897_obs913720_2021"	1	0	NA	NA	NA	2	5.0356441	-75.5704321	1284	62	6.16666666666667	6.36666666666667	NA	NA	NA	180	180	NA	NA	NA	2	2	NA	NA	NA	2	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"538"	"L630897_obs913720,obs672169_2021"	1	0	NA	NA	NA	2	5.0356441	-75.5704321	1284	62	11.4	10.6833333333333	NA	NA	NA	25	20	NA	NA	NA	0	1	NA	NA	NA	2	2	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"539"	"L6545492_obs819785_2021"	0	0	NA	NA	NA	2	5.0676791	-75.5295937	2034	80	8	10.9166666666667	NA	NA	NA	110	78	NA	NA	NA	0	0.76	NA	NA	NA	2	1	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"540"	"L6647005_obs651643_2021"	0	0	0	0	0	5	5.0658069	-75.4986515	2112	94	7.75	17.75	13	14	17.5	30	35	15	30	40	0	0	0	0	0	1	1	1	1	1	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"541"	"L6671633_obs1697054,obs723466_2021"	1	1	1	NA	NA	3	5.239349	-75.751829	1910	65	6.25	11.25	15	NA	NA	195	180	75	NA	NA	3.8	3	3	NA	NA	4	4	4	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"542"	"L6677482_obs622414_2021"	0	1	1	0	1	5	5.0078067	-75.42934	2424	54	9	15.6	9.5	7.88333333333333	7.51666666666667	49	88	208	85	83	0.51	1.27	2.11	0.56	0.55	1	1	1	1	1	"Traveling"	"Traveling"	"Traveling"	"Traveling"	"Traveling"
"543"	"L6677495_obs622414_2021"	1	1	1	1	0	5	5.0107983	-75.43554	2333	60	14.45	14.45	15.05	8.63333333333333	16.0333333333333	41	43	45	74	56	1.19	1.51	1.29	2.15	1.1	1	1	1	1	1	"Traveling"	"Traveling"	"Traveling"	"Traveling"	"Traveling"
"544"	"L7126890_obs622414_2021"	0	0	0	0	0	5	5.008048	-75.42174	2518	25	7.5	17.6666666666667	7.75	14.5	7.43333333333333	45	25	65	35	108	0.5	1.3	0.4	0.1	3.17	1	1	1	1	1	"Traveling"	"Traveling"	"Traveling"	"Traveling"	"Traveling"
"545"	"L7152177_obs723466,obs1697054_2021"	1	1	1	NA	NA	3	5.2429948	-75.7744452	1688	68	8.76666666666667	9.63333333333333	12.7	NA	NA	31	96	30	NA	NA	1.1	2.65	1	NA	NA	1	2	2	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"546"	"L7242368_obs397020_2021"	1	1	1	1	1	5	5.1526013	-75.6890939	960.5	71	10.3166666666667	8.13333333333333	9.36666666666667	14.7166666666667	6.8	34	11	68	64	51	0	0	0.5	0	0	1	1	1	1	1	"Stationary"	"Stationary"	"Traveling"	"Stationary"	"Stationary"
"547"	"L7326731_obs1068187_2021"	0	0	1	NA	NA	3	5.0787979	-75.5239666	2016	94	8.83333333333333	15	7.98333333333333	NA	NA	11	5	20	NA	NA	0	0	0	NA	NA	2	1	1	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"548"	"L7348720_obs900255_2021"	0	0	1	NA	NA	3	5.0453887	-75.7259225	1113.5	57	9.71666666666667	9.36666666666667	7.3	NA	NA	226	17	300	NA	NA	7.09	1.17	3	NA	NA	1	1	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"549"	"L7350447_obs1663758,obs1017330,obs397020,obs2741908,obs1999911,obs1133303_2021"	0	0	0	1	NA	4	5.0898541	-75.5333555	1827	65	18.4666666666667	13.75	10.1333333333333	5.88333333333333	NA	5	213	161	166	NA	0	1.22	1.41	0.94	NA	2	2	2	3	NA	"Stationary"	"Traveling"	"Traveling"	"Traveling"	NA
"550"	"L7350447_obs2785269,obs621480,obs161085,obs623034,obs397020,obs1133303_2021"	0	0	NA	NA	NA	2	5.0898541	-75.5333555	1827	65	5.86666666666667	7.83333333333333	NA	NA	NA	80	124	NA	NA	NA	0	1.62	NA	NA	NA	8	8	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"551"	"L7350447_obs621480,obs623034,obs397020,obs1133303_2021"	1	1	NA	NA	NA	2	5.0898541	-75.5333555	1827	65	5.98333333333333	9.71666666666667	NA	NA	NA	211	54	NA	NA	NA	1.356	0.894	NA	NA	NA	7	4	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"552"	"L7350447_obs884204_2021"	0	0	NA	NA	NA	2	5.0898541	-75.5333555	1827	65	18.5833333333333	7.16666666666667	NA	NA	NA	1	70	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"553"	"L7352331_obs1024783,obs1588113,obs1005954_2021"	0	0	NA	NA	NA	2	5.5071773	-75.7742452	2818	22	8.76666666666667	6.78333333333333	NA	NA	NA	107	89	NA	NA	NA	2.08	4.06	NA	NA	NA	5	4	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
