site;y.1;y.2;y.3;y.4;y.5;y.6;y.7;y.8;y.9;y.10;huella;altitud;duration_minutes.1;duration_minutes.2;duration_minutes.3;duration_minutes.4;duration_minutes.5;duration_minutes.6;duration_minutes.7;duration_minutes.8;duration_minutes.9;duration_minutes.10
3963_11;0;0;0;NA;NA;NA;NA;NA;NA;NA;48;2756;20;20;2;NA;NA;NA;NA;NA;NA;NA
3963_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;2756;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
3964_1;1;0;0;NA;NA;NA;NA;NA;NA;NA;40;2676;58;12;20;NA;NA;NA;NA;NA;NA;NA
3964_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;2676;45;NA;NA;NA;NA;NA;NA;NA;NA;NA
3964_11;0;0;1;NA;NA;NA;NA;NA;NA;NA;40;2676;19;10;36;NA;NA;NA;NA;NA;NA;NA
3964_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;2676;38;NA;NA;NA;NA;NA;NA;NA;NA;NA
3964_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;2676;16;NA;NA;NA;NA;NA;NA;NA;NA;NA
3964_8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;2676;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
4035_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;45;917;35;NA;NA;NA;NA;NA;NA;NA;NA;NA
4035_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;45;917;12;NA;NA;NA;NA;NA;NA;NA;NA;NA
4035_8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;45;917;31;NA;NA;NA;NA;NA;NA;NA;NA;NA
4036_0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;22;1136;101;148;NA;NA;NA;NA;NA;NA;NA;NA
4036_1;0;0;0;0;NA;NA;NA;NA;NA;NA;22;1136;11;107;32;112;NA;NA;NA;NA;NA;NA
4036_2;0;0;0;NA;NA;NA;NA;NA;NA;NA;22;1136;28;18;14;NA;NA;NA;NA;NA;NA;NA
4036_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;1136;26;NA;NA;NA;NA;NA;NA;NA;NA;NA
4036_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;1136;57;NA;NA;NA;NA;NA;NA;NA;NA;NA
4044_2;0;0;0;0;0;0;0;NA;NA;NA;31;1750.5;25;13;12;7;15;9;9;NA;NA;NA
4045_2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;48;1468;15;20;NA;NA;NA;NA;NA;NA;NA;NA
4046_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;1396;62;NA;NA;NA;NA;NA;NA;NA;NA;NA
4046_2;0;0;0;0;0;NA;NA;NA;NA;NA;48;1396;12;18;17;11;8;NA;NA;NA;NA;NA
4047_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;1272;218;NA;NA;NA;NA;NA;NA;NA;NA;NA
4061_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;443;180;NA;NA;NA;NA;NA;NA;NA;NA;NA
4061_7;0;0;NA;NA;NA;NA;NA;NA;NA;NA;31;443;180;120;NA;NA;NA;NA;NA;NA;NA;NA
4104_0;1;0;0;0;0;1;0;NA;NA;NA;22;2674;225;60;73;60;60;144;8;NA;NA;NA
4104_1;0;1;1;1;0;0;1;0;1;0;22;2674;71;86;27;42;89;60;180;30;89;70
4104_10;0;0;0;NA;NA;NA;NA;NA;NA;NA;22;2674;60;61;45;NA;NA;NA;NA;NA;NA;NA
4104_11;0;0;1;0;0;NA;NA;NA;NA;NA;22;2674;60;90;190;101;45;NA;NA;NA;NA;NA
4104_12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;2674;137;NA;NA;NA;NA;NA;NA;NA;NA;NA
4104_2;0;0;0;NA;NA;NA;NA;NA;NA;NA;22;2674;84;67;180;NA;NA;NA;NA;NA;NA;NA
4104_3;1;0;NA;NA;NA;NA;NA;NA;NA;NA;22;2674;180;180;NA;NA;NA;NA;NA;NA;NA;NA
4104_4;0;1;1;0;1;NA;NA;NA;NA;NA;22;2674;104;34;66;45;120;NA;NA;NA;NA;NA
4104_5;0;0;0;1;0;NA;NA;NA;NA;NA;22;2674;26;53;60;50;80;NA;NA;NA;NA;NA
4104_6;0;1;0;0;NA;NA;NA;NA;NA;NA;22;2674;35;39;61;28;NA;NA;NA;NA;NA;NA
4104_7;1;0;0;NA;NA;NA;NA;NA;NA;NA;22;2674;150;28;65;NA;NA;NA;NA;NA;NA;NA
4104_8;0;0;1;1;0;NA;NA;NA;NA;NA;22;2674;70;66;240;258;90;NA;NA;NA;NA;NA
4104_9;1;0;0;0;NA;NA;NA;NA;NA;NA;22;2674;151;123;218;186;NA;NA;NA;NA;NA;NA
4105_0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;2757;101;NA;NA;NA;NA;NA;NA;NA;NA;NA
4105_1;1;0;1;0;1;0;0;NA;NA;NA;34;2757;13;103;36;123;125;75;5;NA;NA;NA
4105_10;1;0;0;1;1;NA;NA;NA;NA;NA;34;2757;300;46;75;32;242;NA;NA;NA;NA;NA
4105_11;0;0;0;0;0;NA;NA;NA;NA;NA;34;2757;35;11;13;96;43;NA;NA;NA;NA;NA
4105_12;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;2757;167;NA;NA;NA;NA;NA;NA;NA;NA;NA
4105_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;2757;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
4105_5;0;0;NA;NA;NA;NA;NA;NA;NA;NA;34;2757;60;10;NA;NA;NA;NA;NA;NA;NA;NA
4105_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;2757;13;NA;NA;NA;NA;NA;NA;NA;NA;NA
4105_8;0;0;NA;NA;NA;NA;NA;NA;NA;NA;34;2757;71;240;NA;NA;NA;NA;NA;NA;NA;NA
4105_9;1;1;0;NA;NA;NA;NA;NA;NA;NA;34;2757;148;26;97;NA;NA;NA;NA;NA;NA;NA
4177_2;0;0;0;0;0;0;0;0;NA;NA;20;1239;31;17;14;21;11;12;12;120;NA;NA
4185_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;1457.5;23;NA;NA;NA;NA;NA;NA;NA;NA;NA
4186_2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;31;1255;17;7;NA;NA;NA;NA;NA;NA;NA;NA
4197_6;0;0;0;0;0;0;0;0;0;NA;28;540.5;21;114;61;69;34;242;61;52;30;NA
4210_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;211;80;NA;NA;NA;NA;NA;NA;NA;NA;NA
4245_0;0;0;0;1;1;1;1;0;0;NA;22;2837;2;120;61;159;92;80;76;37;18;NA
4245_1;0;0;0;1;0;NA;NA;NA;NA;NA;22;2837;21;22;12;13;102;NA;NA;NA;NA;NA
4245_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;2837;41;NA;NA;NA;NA;NA;NA;NA;NA;NA
4245_12;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;2837;77;NA;NA;NA;NA;NA;NA;NA;NA;NA
4245_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;2837;37;NA;NA;NA;NA;NA;NA;NA;NA;NA
4245_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;2837;61;NA;NA;NA;NA;NA;NA;NA;NA;NA
4245_6;1;0;1;0;0;1;1;0;0;NA;22;2837;15;5;26;13;18;10;10;10;49;NA
4245_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;2837;96;NA;NA;NA;NA;NA;NA;NA;NA;NA
4245_8;0;0;NA;NA;NA;NA;NA;NA;NA;NA;22;2837;41;178;NA;NA;NA;NA;NA;NA;NA;NA
4245_9;0;1;NA;NA;NA;NA;NA;NA;NA;NA;22;2837;80;110;NA;NA;NA;NA;NA;NA;NA;NA
4246_1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;51;2738;150;45;NA;NA;NA;NA;NA;NA;NA;NA
4246_10;0;0;NA;NA;NA;NA;NA;NA;NA;NA;51;2738;60;120;NA;NA;NA;NA;NA;NA;NA;NA
4246_11;1;1;0;0;NA;NA;NA;NA;NA;NA;51;2738;20;58;25;19;NA;NA;NA;NA;NA;NA
4246_12;1;0;NA;NA;NA;NA;NA;NA;NA;NA;51;2738;87;19;NA;NA;NA;NA;NA;NA;NA;NA
4246_5;0;0;0;NA;NA;NA;NA;NA;NA;NA;51;2738;64;45;120;NA;NA;NA;NA;NA;NA;NA
4246_6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;2738;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
4246_9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;2738;57;NA;NA;NA;NA;NA;NA;NA;NA;NA
4268_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;765;7;NA;NA;NA;NA;NA;NA;NA;NA;NA
4308_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;1281;84;NA;NA;NA;NA;NA;NA;NA;NA;NA
4309_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1314;95;NA;NA;NA;NA;NA;NA;NA;NA;NA
4311_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;1360;132;NA;NA;NA;NA;NA;NA;NA;NA;NA
4312_5;0;0;NA;NA;NA;NA;NA;NA;NA;NA;57;1493;53;112;NA;NA;NA;NA;NA;NA;NA;NA
4320_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;1961;274;NA;NA;NA;NA;NA;NA;NA;NA;NA
4320_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;1961;194;NA;NA;NA;NA;NA;NA;NA;NA;NA
4320_8;0;1;NA;NA;NA;NA;NA;NA;NA;NA;20;1961;178;188;NA;NA;NA;NA;NA;NA;NA;NA
4331_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;946;217;NA;NA;NA;NA;NA;NA;NA;NA;NA
4360_3;0;0;NA;NA;NA;NA;NA;NA;NA;NA;60;192;115;112;NA;NA;NA;NA;NA;NA;NA;NA
4367_1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;74;171;50;33;NA;NA;NA;NA;NA;NA;NA;NA
4367_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;74;171;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
4367_5;0;0;0;NA;NA;NA;NA;NA;NA;NA;74;171;50;53;58;NA;NA;NA;NA;NA;NA;NA
4368_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;171;250;NA;NA;NA;NA;NA;NA;NA;NA;NA
4368_8;0;0;0;0;NA;NA;NA;NA;NA;NA;65;171;39;42;148;90;NA;NA;NA;NA;NA;NA
4369_8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;68;169;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
4386_0;0;1;0;0;NA;NA;NA;NA;NA;NA;22;2808.5;150;60;50;72;NA;NA;NA;NA;NA;NA
4386_1;1;0;0;0;1;0;0;1;NA;NA;22;2808.5;179;120;110;64;100;20;82;104;NA;NA
4386_10;1;0;1;0;1;1;0;1;NA;NA;22;2808.5;90;41;45;97;77;87;19;130;NA;NA
4386_11;0;1;0;NA;NA;NA;NA;NA;NA;NA;22;2808.5;20;110;62;NA;NA;NA;NA;NA;NA;NA
4386_2;1;1;0;1;0;0;1;NA;NA;NA;22;2808.5;77;29;127;122;55;150;130;NA;NA;NA
4386_3;0;0;0;NA;NA;NA;NA;NA;NA;NA;22;2808.5;50;110;60;NA;NA;NA;NA;NA;NA;NA
4386_4;1;1;1;1;NA;NA;NA;NA;NA;NA;22;2808.5;125;26;270;150;NA;NA;NA;NA;NA;NA
4386_6;1;0;0;NA;NA;NA;NA;NA;NA;NA;22;2808.5;25;54;250;NA;NA;NA;NA;NA;NA;NA
4386_7;0;1;NA;NA;NA;NA;NA;NA;NA;NA;22;2808.5;40;51;NA;NA;NA;NA;NA;NA;NA;NA
4386_8;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;2808.5;240;NA;NA;NA;NA;NA;NA;NA;NA;NA
4386_9;0;0;0;1;0;NA;NA;NA;NA;NA;22;2808.5;140;70;33;38;150;NA;NA;NA;NA;NA
4387_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2650.5;51;NA;NA;NA;NA;NA;NA;NA;NA;NA
4394_9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;1821;56;NA;NA;NA;NA;NA;NA;NA;NA;NA
4459_2;0;0;0;0;0;0;NA;NA;NA;NA;25;1643;4;10;7;23;10;14;NA;NA;NA;NA
4460_1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;1860.5;156;NA;NA;NA;NA;NA;NA;NA;NA;NA
4460_2;0;0;0;0;NA;NA;NA;NA;NA;NA;22;1860.5;5;7;11;22;NA;NA;NA;NA;NA;NA
4460_4;0;0;NA;NA;NA;NA;NA;NA;NA;NA;22;1860.5;68;106;NA;NA;NA;NA;NA;NA;NA;NA
4465_0;0;1;1;NA;NA;NA;NA;NA;NA;NA;11;1794.5;195;282;180;NA;NA;NA;NA;NA;NA;NA
4509_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;74;174;247;NA;NA;NA;NA;NA;NA;NA;NA;NA
4510_1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;68;172;5;17;NA;NA;NA;NA;NA;NA;NA;NA
4510_8;0;0;0;NA;NA;NA;NA;NA;NA;NA;68;172;50;15;10;NA;NA;NA;NA;NA;NA;NA
4528_0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;54;2500;38;10;NA;NA;NA;NA;NA;NA;NA;NA
4528_11;0;0;NA;NA;NA;NA;NA;NA;NA;NA;54;2500;12;17;NA;NA;NA;NA;NA;NA;NA;NA
4528_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2500;6;NA;NA;NA;NA;NA;NA;NA;NA;NA
4538_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1499;155;NA;NA;NA;NA;NA;NA;NA;NA;NA
4544_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1417;89;NA;NA;NA;NA;NA;NA;NA;NA;NA
4550_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;786;37;NA;NA;NA;NA;NA;NA;NA;NA;NA
4588_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;42;1437;46;NA;NA;NA;NA;NA;NA;NA;NA;NA
4589_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;42;1649;37;NA;NA;NA;NA;NA;NA;NA;NA;NA
4601_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;2089;214;NA;NA;NA;NA;NA;NA;NA;NA;NA
4601_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;2089;123;NA;NA;NA;NA;NA;NA;NA;NA;NA
4601_8;0;0;NA;NA;NA;NA;NA;NA;NA;NA;25;2089;240;63;NA;NA;NA;NA;NA;NA;NA;NA
4650_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;188;269;NA;NA;NA;NA;NA;NA;NA;NA;NA
4650_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;188;187;NA;NA;NA;NA;NA;NA;NA;NA;NA
4651_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;181;68;NA;NA;NA;NA;NA;NA;NA;NA;NA
4651_1;0;0;0;0;0;NA;NA;NA;NA;NA;97;181;15;19;60;47;51;NA;NA;NA;NA;NA
4651_10;0;0;0;0;NA;NA;NA;NA;NA;NA;97;181;272;39;45;11;NA;NA;NA;NA;NA;NA
4651_11;0;0;NA;NA;NA;NA;NA;NA;NA;NA;97;181;52;3;NA;NA;NA;NA;NA;NA;NA;NA
4651_4;0;0;0;NA;NA;NA;NA;NA;NA;NA;97;181;74;31;11;NA;NA;NA;NA;NA;NA;NA
4651_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;181;205;NA;NA;NA;NA;NA;NA;NA;NA;NA
4651_9;0;0;NA;NA;NA;NA;NA;NA;NA;NA;97;181;5;45;NA;NA;NA;NA;NA;NA;NA;NA
4669_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2464;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
4677_0;0;1;0;0;0;NA;NA;NA;NA;NA;62;1565;10;90;30;80;169;NA;NA;NA;NA;NA
4677_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1565;300;NA;NA;NA;NA;NA;NA;NA;NA;NA
4679_0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;62;1355;11;34;NA;NA;NA;NA;NA;NA;NA;NA
4691_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;68;769;52;NA;NA;NA;NA;NA;NA;NA;NA;NA
4728_5;1;0;NA;NA;NA;NA;NA;NA;NA;NA;60;1520;81;93;NA;NA;NA;NA;NA;NA;NA;NA
4740_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;1966;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
4742_0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;37;2295;120;138;NA;NA;NA;NA;NA;NA;NA;NA
4742_9;0;1;NA;NA;NA;NA;NA;NA;NA;NA;37;2295;54;225;NA;NA;NA;NA;NA;NA;NA;NA
4792_1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;80;188;55;71;NA;NA;NA;NA;NA;NA;NA;NA
4792_4;0;0;0;0;NA;NA;NA;NA;NA;NA;80;188;6;70;6;17;NA;NA;NA;NA;NA;NA
4792_8;0;0;0;0;NA;NA;NA;NA;NA;NA;80;188;169;220;111;86;NA;NA;NA;NA;NA;NA
4824_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;1188;28;NA;NA;NA;NA;NA;NA;NA;NA;NA
4877_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;1727.5;12;NA;NA;NA;NA;NA;NA;NA;NA;NA
4879_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;1813;95;NA;NA;NA;NA;NA;NA;NA;NA;NA
4879_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;1813;62;NA;NA;NA;NA;NA;NA;NA;NA;NA
4879_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;1813;89;NA;NA;NA;NA;NA;NA;NA;NA;NA
4879_8;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;1813;180;NA;NA;NA;NA;NA;NA;NA;NA;NA
4879_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;1813;176;NA;NA;NA;NA;NA;NA;NA;NA;NA
4880_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2088;24;NA;NA;NA;NA;NA;NA;NA;NA;NA
4880_7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2088;159;NA;NA;NA;NA;NA;NA;NA;NA;NA
4880_8;1;0;NA;NA;NA;NA;NA;NA;NA;NA;54;2088;119;277;NA;NA;NA;NA;NA;NA;NA;NA
4880_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2088;171;NA;NA;NA;NA;NA;NA;NA;NA;NA
4883_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;2262;57;NA;NA;NA;NA;NA;NA;NA;NA;NA
4884_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;2120;273;NA;NA;NA;NA;NA;NA;NA;NA;NA
4884_1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;2120;180;NA;NA;NA;NA;NA;NA;NA;NA;NA
4933_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;74;185;74;NA;NA;NA;NA;NA;NA;NA;NA;NA
4934_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;85;172;67;NA;NA;NA;NA;NA;NA;NA;NA;NA
4934_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;85;172;7;NA;NA;NA;NA;NA;NA;NA;NA;NA
4934_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;85;172;29;NA;NA;NA;NA;NA;NA;NA;NA;NA
4934_7;0;0;NA;NA;NA;NA;NA;NA;NA;NA;85;172;50;90;NA;NA;NA;NA;NA;NA;NA;NA
4934_8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;85;172;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
5017_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;1984;110;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020_5;0;0;NA;NA;NA;NA;NA;NA;NA;NA;51;2046;167;20;NA;NA;NA;NA;NA;NA;NA;NA
5023_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;2497;50;NA;NA;NA;NA;NA;NA;NA;NA;NA
5023_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;2497;9;NA;NA;NA;NA;NA;NA;NA;NA;NA
5023_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;2497;28;NA;NA;NA;NA;NA;NA;NA;NA;NA
5030_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;17;1849;209;NA;NA;NA;NA;NA;NA;NA;NA;NA
5034_2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;34;1362;10;11;NA;NA;NA;NA;NA;NA;NA;NA
5073_10;0;0;NA;NA;NA;NA;NA;NA;NA;NA;77;198;227;269;NA;NA;NA;NA;NA;NA;NA;NA
5073_9;0;0;NA;NA;NA;NA;NA;NA;NA;NA;77;198;98;102;NA;NA;NA;NA;NA;NA;NA;NA
5074_1;0;0;0;0;NA;NA;NA;NA;NA;NA;97;180;16;8;5;30;NA;NA;NA;NA;NA;NA
5074_10;0;0;0;0;0;NA;NA;NA;NA;NA;97;180;31;10;57;56;125;NA;NA;NA;NA;NA
5074_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;180;267;NA;NA;NA;NA;NA;NA;NA;NA;NA
5074_2;0;0;0;NA;NA;NA;NA;NA;NA;NA;97;180;14;96;47;NA;NA;NA;NA;NA;NA;NA
5074_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;180;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
5074_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;180;13;NA;NA;NA;NA;NA;NA;NA;NA;NA
5074_9;0;0;NA;NA;NA;NA;NA;NA;NA;NA;97;180;99;12;NA;NA;NA;NA;NA;NA;NA;NA
5075_1;0;0;0;0;0;NA;NA;NA;NA;NA;62;174;15;7;6;107;128;NA;NA;NA;NA;NA
5075_10;0;0;NA;NA;NA;NA;NA;NA;NA;NA;62;174;6;54;NA;NA;NA;NA;NA;NA;NA;NA
5075_2;0;0;0;NA;NA;NA;NA;NA;NA;NA;62;174;27;22;14;NA;NA;NA;NA;NA;NA;NA
5075_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;174;3;NA;NA;NA;NA;NA;NA;NA;NA;NA
5075_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;174;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
5075_7;0;0;NA;NA;NA;NA;NA;NA;NA;NA;62;174;40;19;NA;NA;NA;NA;NA;NA;NA;NA
5095_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;2315;11;NA;NA;NA;NA;NA;NA;NA;NA;NA
5101_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1756;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
5101_12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1756;3;NA;NA;NA;NA;NA;NA;NA;NA;NA
5101_3;1;0;0;NA;NA;NA;NA;NA;NA;NA;65;1756;45;28;55;NA;NA;NA;NA;NA;NA;NA
5101_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1756;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
5164_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;2475;19;NA;NA;NA;NA;NA;NA;NA;NA;NA
5164_2;1;1;0;NA;NA;NA;NA;NA;NA;NA;37;2475;143;180;10;NA;NA;NA;NA;NA;NA;NA
5164_5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;2475;101;NA;NA;NA;NA;NA;NA;NA;NA;NA
5164_6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;2475;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
5164_9;0;1;0;0;NA;NA;NA;NA;NA;NA;37;2475;43;104;80;120;NA;NA;NA;NA;NA;NA
5165_0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;2328;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
5165_2;0;0;0;0;1;NA;NA;NA;NA;NA;48;2328;167;35;15;19;14;NA;NA;NA;NA;NA
5166_9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;2120;247;NA;NA;NA;NA;NA;NA;NA;NA;NA
5173_2;0;0;0;0;NA;NA;NA;NA;NA;NA;28;1687;17;73;9;15;NA;NA;NA;NA;NA;NA
5173_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;1687;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
5174_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;45;1407;150;NA;NA;NA;NA;NA;NA;NA;NA;NA
5174_2;0;0;0;0;0;0;0;0;NA;NA;45;1407;11;11;16;10;10;8;8;15;NA;NA
5174_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;45;1407;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
5175_2;0;0;0;0;0;0;NA;NA;NA;NA;48;1385;13;7;11;17;19;30;NA;NA;NA;NA
5198_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;221;57;NA;NA;NA;NA;NA;NA;NA;NA;NA
5198_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;221;83;NA;NA;NA;NA;NA;NA;NA;NA;NA
5214_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;74;187;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
5215_10;0;0;0;NA;NA;NA;NA;NA;NA;NA;62;172;54;125;125;NA;NA;NA;NA;NA;NA;NA
5215_11;0;0;NA;NA;NA;NA;NA;NA;NA;NA;62;172;6;5;NA;NA;NA;NA;NA;NA;NA;NA
5215_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;172;47;NA;NA;NA;NA;NA;NA;NA;NA;NA
5216_1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;91;171;18;23;NA;NA;NA;NA;NA;NA;NA;NA
5216_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;91;171;194;NA;NA;NA;NA;NA;NA;NA;NA;NA
5216_8;0;0;NA;NA;NA;NA;NA;NA;NA;NA;91;171;47;9;NA;NA;NA;NA;NA;NA;NA;NA
5241_11;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;85;1770;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
5241_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;85;1770;12;NA;NA;NA;NA;NA;NA;NA;NA;NA
5241_7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;85;1770;51;NA;NA;NA;NA;NA;NA;NA;NA;NA
5242_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1759;58;NA;NA;NA;NA;NA;NA;NA;NA;NA
5242_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1759;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
