"","site","y.1","y.2","y.3","y.4","y.5","y.6","y.7","y.8","y.9","y.10","huella","altitud","duration_minutes.1","duration_minutes.2","duration_minutes.3","duration_minutes.4","duration_minutes.5","duration_minutes.6","duration_minutes.7","duration_minutes.8","duration_minutes.9","duration_minutes.10"
"417","11186_0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,2068,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","11186_1",0,0,0,1,1,0,NA,NA,NA,NA,91,2068,5,10,33,6,5,1,NA,NA,NA,NA
"419","11186_10",0,1,0,1,1,1,0,1,0,1,91,2068,5,15,20,131,42,93,14,15,10,68
"420","11186_11",1,0,1,1,1,0,0,0,0,NA,91,2068,120,12,60,77,65,46,1,15,10,NA
"421","11186_2",0,0,1,1,0,1,NA,NA,NA,NA,91,2068,1,3,87,6,2,132,NA,NA,NA,NA
"422","11186_3",0,1,1,0,NA,NA,NA,NA,NA,NA,91,2068,30,175,24,69,NA,NA,NA,NA,NA,NA
"423","11186_4",0,0,1,1,0,1,NA,NA,NA,NA,91,2068,2,1,60,50,25,67,NA,NA,NA,NA
"424","11186_5",0,0,0,0,NA,NA,NA,NA,NA,NA,91,2068,30,30,30,38,NA,NA,NA,NA,NA,NA
"425","11186_6",0,0,NA,NA,NA,NA,NA,NA,NA,NA,91,2068,8,2,NA,NA,NA,NA,NA,NA,NA,NA
"426","11186_7",1,0,1,1,1,NA,NA,NA,NA,NA,91,2068,61,40,32,137,123,NA,NA,NA,NA,NA
"427","11186_8",0,0,0,1,1,NA,NA,NA,NA,NA,91,2068,3,15,15,58,242,NA,NA,NA,NA,NA
"428","11186_9",0,1,1,1,0,1,0,1,1,1,91,2068,25,88,30,85,188,103,15,50,184,81
"429","11187_0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2135,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","11187_1",1,1,0,NA,NA,NA,NA,NA,NA,NA,94,2135,19,15,20,NA,NA,NA,NA,NA,NA,NA
"431","11187_10",1,1,1,NA,NA,NA,NA,NA,NA,NA,94,2135,151,20,25,NA,NA,NA,NA,NA,NA,NA
"432","11187_11",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2135,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","11187_2",1,0,1,1,NA,NA,NA,NA,NA,NA,94,2135,5,89,25,24,NA,NA,NA,NA,NA,NA
"434","11187_3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2135,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","11187_4",1,0,0,NA,NA,NA,NA,NA,NA,NA,94,2135,10,8,23,NA,NA,NA,NA,NA,NA,NA
"436","11187_5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2135,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","11187_6",1,1,NA,NA,NA,NA,NA,NA,NA,NA,94,2135,20,15,NA,NA,NA,NA,NA,NA,NA,NA
"438","11188_7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2162,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","11188_9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2162,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","11189_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,2209,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","11191_10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2344,115,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","11191_11",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2344,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","11191_4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2344,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","11191_6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2344,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","11191_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2344,88,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","11191_8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2344,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","11192_10",1,1,NA,NA,NA,NA,NA,NA,NA,NA,42,2413,300,240,NA,NA,NA,NA,NA,NA,NA,NA
"448","11196_11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,2772,92,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","11196_3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,2772,153,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","11196_4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,2772,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","11196_6",1,0,NA,NA,NA,NA,NA,NA,NA,NA,28,2772,231,64,NA,NA,NA,NA,NA,NA,NA,NA
"452","1120_3",0,0,NA,NA,NA,NA,NA,NA,NA,NA,60,179,4,107,NA,NA,NA,NA,NA,NA,NA,NA
"453","11282_9",0,0,NA,NA,NA,NA,NA,NA,NA,NA,60,1264,240,89,NA,NA,NA,NA,NA,NA,NA,NA
"454","11301_1",0,0,0,NA,NA,NA,NA,NA,NA,NA,71,1021.5,85,65,37,NA,NA,NA,NA,NA,NA,NA
"455","11301_10",0,0,0,0,0,0,NA,NA,NA,NA,71,1021.5,46,24,39,10,37,14,NA,NA,NA,NA
"456","11301_12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1021.5,271,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","11301_3",0,0,0,0,0,0,0,0,NA,NA,71,1021.5,28,90,180,5,80,30,90,147,NA,NA
"458","11301_4",0,0,0,0,NA,NA,NA,NA,NA,NA,71,1021.5,180,180,6,5,NA,NA,NA,NA,NA,NA
"459","11301_6",0,0,0,NA,NA,NA,NA,NA,NA,NA,71,1021.5,70,31,37,NA,NA,NA,NA,NA,NA,NA
"460","11301_7",0,0,NA,NA,NA,NA,NA,NA,NA,NA,71,1021.5,26,130,NA,NA,NA,NA,NA,NA,NA,NA
"461","11301_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1021.5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","11317_1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1280,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","11318_7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1293.5,61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","11318_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1293.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","11319_0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,62,1356.5,76,78,NA,NA,NA,NA,NA,NA,NA,NA
"466","11319_1",0,0,0,0,NA,NA,NA,NA,NA,NA,62,1356.5,240,5,5,5,NA,NA,NA,NA,NA,NA
"467","11319_10",0,0,0,0,0,0,0,1,0,1,62,1356.5,189,8,4,167,134,2,300,120,3,70
"468","11319_11",0,0,0,0,1,0,1,0,0,1,62,1356.5,3,3,143,134,263,93,252,71,129,70
"469","11319_12",0,0,0,0,NA,NA,NA,NA,NA,NA,62,1356.5,109,149,120,104,NA,NA,NA,NA,NA,NA
"470","11319_2",1,0,0,0,1,NA,NA,NA,NA,NA,62,1356.5,81,69,59,30,101,NA,NA,NA,NA,NA
"471","11319_3",0,0,1,0,1,0,NA,NA,NA,NA,62,1356.5,210,149,226,30,97,63,NA,NA,NA,NA
"472","11319_4",0,0,0,0,1,1,1,0,1,1,62,1356.5,32,83,79,60,174,219,20,120,122,13
"473","11319_5",1,0,0,0,0,0,0,0,1,1,62,1356.5,180,83,142,98,142,90,42,76,116,101
"474","11319_6",0,0,1,1,1,NA,NA,NA,NA,NA,62,1356.5,157,65,120,176,120,NA,NA,NA,NA,NA
"475","11319_7",0,0,0,0,0,1,NA,NA,NA,NA,62,1356.5,120,5,6,120,120,120,NA,NA,NA,NA
"476","11319_8",0,0,0,0,0,NA,NA,NA,NA,NA,62,1356.5,2,1,14,3,4,NA,NA,NA,NA,NA
"477","11319_9",1,1,0,NA,NA,NA,NA,NA,NA,NA,62,1356.5,120,109,136,NA,NA,NA,NA,NA,NA,NA
"478","11320_0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1374.5,98,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","11321_0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1516.5,140,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","11324_2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1842.5,191,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","11324_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1842.5,137,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","11325_4",0,1,NA,NA,NA,NA,NA,NA,NA,NA,94,1869.5,53,15,NA,NA,NA,NA,NA,NA,NA,NA
"483","11325_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,1869.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","11326_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,1922.5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","11326_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,1922.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","11329_10",0,0,1,NA,NA,NA,NA,NA,NA,NA,62,2075.5,5,71,60,NA,NA,NA,NA,NA,NA,NA
"487","11329_11",1,1,0,NA,NA,NA,NA,NA,NA,NA,62,2075.5,90,74,59,NA,NA,NA,NA,NA,NA,NA
"488","11329_12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2075.5,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","11329_3",1,0,NA,NA,NA,NA,NA,NA,NA,NA,62,2075.5,90,44,NA,NA,NA,NA,NA,NA,NA,NA
"490","11329_4",1,0,NA,NA,NA,NA,NA,NA,NA,NA,62,2075.5,40,90,NA,NA,NA,NA,NA,NA,NA,NA
"491","11329_6",1,1,NA,NA,NA,NA,NA,NA,NA,NA,62,2075.5,15,40,NA,NA,NA,NA,NA,NA,NA,NA
"492","11329_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2075.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","11329_9",1,1,1,1,NA,NA,NA,NA,NA,NA,62,2075.5,64,60,60,60,NA,NA,NA,NA,NA,NA
"494","11330_4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,2117,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","11333_0",0,1,1,1,NA,NA,NA,NA,NA,NA,62,2226,140,2,120,131,NA,NA,NA,NA,NA,NA
"496","11333_1",1,0,1,1,NA,NA,NA,NA,NA,NA,62,2226,87,240,9,200,NA,NA,NA,NA,NA,NA
"497","11333_10",0,0,1,0,0,1,1,0,1,1,62,2226,90,29,30,8,24,30,37,129,58,19
"498","11333_11",1,1,0,1,1,1,1,1,1,1,62,2226,60,11,43,101,240,21,40,9,12,41
"499","11333_12",1,0,1,1,NA,NA,NA,NA,NA,NA,62,2226,39,47,75,64,NA,NA,NA,NA,NA,NA
"500","11333_2",1,0,0,0,1,1,1,0,1,NA,62,2226,35,30,20,17,30,38,91,113,167,NA
"501","11333_3",0,1,0,NA,NA,NA,NA,NA,NA,NA,62,2226,12,40,282,NA,NA,NA,NA,NA,NA,NA
"502","11333_4",1,1,0,0,1,0,0,NA,NA,NA,62,2226,103,88,1,30,31,12,90,NA,NA,NA
"503","11333_5",1,1,NA,NA,NA,NA,NA,NA,NA,NA,62,2226,272,117,NA,NA,NA,NA,NA,NA,NA,NA
"504","11333_6",1,1,0,1,1,NA,NA,NA,NA,NA,62,2226,73,101,30,17,262,NA,NA,NA,NA,NA
"505","11333_7",1,1,0,0,1,0,NA,NA,NA,NA,62,2226,90,61,5,6,77,40,NA,NA,NA,NA
"506","11333_8",1,1,1,1,0,1,1,NA,NA,NA,62,2226,30,95,30,107,4,120,4,NA,NA,NA
"507","11333_9",1,1,0,NA,NA,NA,NA,NA,NA,NA,62,2226,173,141,10,NA,NA,NA,NA,NA,NA,NA
"508","11335_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2360,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","11335_6",1,1,NA,NA,NA,NA,NA,NA,NA,NA,62,2360,14,25,NA,NA,NA,NA,NA,NA,NA,NA
"510","11337_3",0,0,0,0,0,0,0,0,0,0,60,2635,60,21,136,18,17,42,19,20,20,14
"511","11337_5",1,0,0,0,0,0,1,0,0,0,60,2635,22,34,19,16,25,40,35,24,60,42
"512","11443_10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1147.5,210,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","11451_9",0,0,NA,NA,NA,NA,NA,NA,NA,NA,62,1376,76,77,NA,NA,NA,NA,NA,NA,NA,NA
"514","11457_0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1250,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","11457_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1250,97,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","11458_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1227,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","11458_5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1227,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","11459_5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1232,92,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","11460_0",0,1,1,1,NA,NA,NA,NA,NA,NA,62,1284,15,172,40,62,NA,NA,NA,NA,NA,NA
"520","11460_1",0,0,0,0,0,0,NA,NA,NA,NA,62,1284,5,5,5,5,5,5,NA,NA,NA,NA
"521","11460_10",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1284,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","11460_11",1,0,0,0,0,0,0,0,0,0,62,1284,174,80,24,42,60,21,6,10,6,5
"523","11460_12",0,1,0,1,NA,NA,NA,NA,NA,NA,62,1284,79,135,49,170,NA,NA,NA,NA,NA,NA
"524","11460_2",0,1,1,0,1,1,NA,NA,NA,NA,62,1284,10,138,128,31,76,52,NA,NA,NA,NA
"525","11460_3",1,0,NA,NA,NA,NA,NA,NA,NA,NA,62,1284,95,119,NA,NA,NA,NA,NA,NA,NA,NA
"526","11460_8",0,0,0,1,0,1,0,0,1,1,62,1284,22,18,12,132,37,156,35,21,113,54
"527","11461_1",1,1,0,0,0,0,NA,NA,NA,NA,62,1441,5,5,5,5,5,5,NA,NA,NA,NA
"528","11461_11",0,0,0,NA,NA,NA,NA,NA,NA,NA,62,1441,5,5,15,NA,NA,NA,NA,NA,NA,NA
"529","11464_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1811,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","11465_0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1760,116,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","11465_1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1760,174,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","11465_12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1760,122,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","11465_3",1,1,NA,NA,NA,NA,NA,NA,NA,NA,74,1760,217,190,NA,NA,NA,NA,NA,NA,NA,NA
"534","11465_9",0,1,NA,NA,NA,NA,NA,NA,NA,NA,74,1760,32,77,NA,NA,NA,NA,NA,NA,NA,NA
"535","11467_10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2092,130,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","11467_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2092,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","11469_10",0,0,NA,NA,NA,NA,NA,NA,NA,NA,94,2027,75,32,NA,NA,NA,NA,NA,NA,NA,NA
"538","11469_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2027,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","11469_6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2027,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","11469_9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2027,151,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","11470_0",1,0,0,1,1,1,1,0,1,0,60,2001,39,50,45,188,7,120,101,6,63,3
"542","11470_1",1,0,0,NA,NA,NA,NA,NA,NA,NA,60,2001,51,52,25,NA,NA,NA,NA,NA,NA,NA
"543","11470_11",1,0,NA,NA,NA,NA,NA,NA,NA,NA,60,2001,16,38,NA,NA,NA,NA,NA,NA,NA,NA
"544","11470_2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,2001,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","11470_3",1,1,1,1,1,1,NA,NA,NA,NA,60,2001,34,66,156,154,150,149,NA,NA,NA,NA
"546","11470_4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,2001,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","11470_5",1,1,1,0,1,NA,NA,NA,NA,NA,60,2001,150,158,120,70,25,NA,NA,NA,NA,NA
"548","11470_6",1,1,1,NA,NA,NA,NA,NA,NA,NA,60,2001,111,50,15,NA,NA,NA,NA,NA,NA,NA
"549","11470_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,2001,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","11470_9",1,1,NA,NA,NA,NA,NA,NA,NA,NA,60,2001,148,119,NA,NA,NA,NA,NA,NA,NA,NA
"551","11471_0",1,1,1,NA,NA,NA,NA,NA,NA,NA,80,2040,180,150,91,NA,NA,NA,NA,NA,NA,NA
"552","11471_4",1,1,1,1,NA,NA,NA,NA,NA,NA,80,2040,13,61,145,18,NA,NA,NA,NA,NA,NA
"553","11471_5",1,1,NA,NA,NA,NA,NA,NA,NA,NA,80,2040,144,24,NA,NA,NA,NA,NA,NA,NA,NA
"554","11471_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,2040,210,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","11471_9",0,0,0,NA,NA,NA,NA,NA,NA,NA,80,2040,52,5,3,NA,NA,NA,NA,NA,NA,NA
"556","11472_7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2077,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","11472_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2077,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","11473_3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,2123,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","11473_8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,2123,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","11473_9",0,1,1,NA,NA,NA,NA,NA,NA,NA,88,2123,25,10,300,NA,NA,NA,NA,NA,NA,NA
"561","11475_4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,2290,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","11476_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,2335,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","11477_0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2494,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","11477_10",1,0,NA,NA,NA,NA,NA,NA,NA,NA,57,2494,240,10,NA,NA,NA,NA,NA,NA,NA,NA
"565","11477_11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2494,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","11477_2",0,1,NA,NA,NA,NA,NA,NA,NA,NA,57,2494,76,152,NA,NA,NA,NA,NA,NA,NA,NA
"567","11477_3",0,1,0,NA,NA,NA,NA,NA,NA,NA,57,2494,7,28,17,NA,NA,NA,NA,NA,NA,NA
"568","11477_4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2494,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","11477_7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2494,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","11477_9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2494,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","11478_10",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,2560,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","11478_4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,2560,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","11478_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,2560,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","11478_7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,2560,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","11478_8",1,0,NA,NA,NA,NA,NA,NA,NA,NA,60,2560,27,37,NA,NA,NA,NA,NA,NA,NA,NA
"576","11481_2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,2928,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","11574_6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1358,249,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","11582_1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1219,161,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","11584_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,1124,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","11592_7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1310,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","11594_10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1447,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","11598_5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,1252,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","11601_12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1321,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","11604_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1692,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","11606_3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1717,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","11606_6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1717,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","11611_3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2054,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","11611_6",1,1,NA,NA,NA,NA,NA,NA,NA,NA,62,2054,42,7,NA,NA,NA,NA,NA,NA,NA,NA
"589","11612_1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2123,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","11612_12",0,0,1,NA,NA,NA,NA,NA,NA,NA,62,2123,30,1,9,NA,NA,NA,NA,NA,NA,NA
"591","11612_2",1,0,NA,NA,NA,NA,NA,NA,NA,NA,62,2123,19,5,NA,NA,NA,NA,NA,NA,NA,NA
"592","11612_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2123,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","11612_5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2123,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","11613_3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2116,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","11614_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,2151,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","11615_3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2195,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","11616_0",1,0,NA,NA,NA,NA,NA,NA,NA,NA,62,2214,11,2,NA,NA,NA,NA,NA,NA,NA,NA
"598","11616_11",1,1,NA,NA,NA,NA,NA,NA,NA,NA,62,2214,19,41,NA,NA,NA,NA,NA,NA,NA,NA
"599","11616_3",1,0,NA,NA,NA,NA,NA,NA,NA,NA,62,2214,65,22,NA,NA,NA,NA,NA,NA,NA,NA
"600","11616_4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2214,208,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","11616_6",1,0,NA,NA,NA,NA,NA,NA,NA,NA,62,2214,120,11,NA,NA,NA,NA,NA,NA,NA,NA
"602","11616_7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2214,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","11616_8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2214,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","11616_9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2214,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","11617_3",0,0,1,NA,NA,NA,NA,NA,NA,NA,60,2341,90,90,40,NA,NA,NA,NA,NA,NA,NA
"606","11617_4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,2341,168,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","11617_6",1,1,1,NA,NA,NA,NA,NA,NA,NA,60,2341,14,42,202,NA,NA,NA,NA,NA,NA,NA
"608","11617_9",0,1,NA,NA,NA,NA,NA,NA,NA,NA,60,2341,20,61,NA,NA,NA,NA,NA,NA,NA,NA
"609","11618_0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,2382,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","11618_9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,2382,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","11620_11",1,1,NA,NA,NA,NA,NA,NA,NA,NA,28,2637,6,17,NA,NA,NA,NA,NA,NA,NA,NA
"612","11620_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,2637,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","11621_1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,2758.5,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","11621_3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,2758.5,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","11621_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,2758.5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","11621_6",1,0,1,NA,NA,NA,NA,NA,NA,NA,51,2758.5,20,10,35,NA,NA,NA,NA,NA,NA,NA
"617","11621_9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,2758.5,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","11623_0",1,0,0,1,1,1,1,1,1,1,57,3097,300,154,30,20,34,10,120,120,26,43
"619","11623_1",1,0,1,1,0,1,0,1,1,1,57,3097,207,80,228,134,62,120,29,151,260,240
"620","11623_10",1,1,1,1,1,1,1,1,1,1,57,3097,250,110,298,180,300,240,22,45,228,102
