"","site","y.1","y.2","y.3","y.4","y.5","y.6","y.7","y.8","y.9","y.10","huella","altitud","duration_minutes.1","duration_minutes.2","duration_minutes.3","duration_minutes.4","duration_minutes.5","duration_minutes.6","duration_minutes.7","duration_minutes.8","duration_minutes.9","duration_minutes.10"
"1","10021_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,1035,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","10034_5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,1006,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","10041_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,963,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","10042_0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,65,987,45,38,NA,NA,NA,NA,NA,NA,NA,NA
"5","10042_6",0,0,NA,NA,NA,NA,NA,NA,NA,NA,65,987,30,36,NA,NA,NA,NA,NA,NA,NA,NA
"6","10042_9",0,0,NA,NA,NA,NA,NA,NA,NA,NA,65,987,25,5,NA,NA,NA,NA,NA,NA,NA,NA
"7","10049_10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1147,223,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","10052_1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1254,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","10052_11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1254,242,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","10052_12",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1254,118,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","10052_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1254,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","10052_5",1,0,0,NA,NA,NA,NA,NA,NA,NA,62,1254,72,35,15,NA,NA,NA,NA,NA,NA,NA
"13","10052_8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1254,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","10161_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,999,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","10162_11",0,0,NA,NA,NA,NA,NA,NA,NA,NA,68,1018.5,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"16","10164_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,1146,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","10182_0",0,0,0,0,NA,NA,NA,NA,NA,NA,68,936,20,33,58,32,NA,NA,NA,NA,NA,NA
"18","10182_6",0,0,0,0,NA,NA,NA,NA,NA,NA,68,936,24,28,29,156,NA,NA,NA,NA,NA,NA
"19","10182_9",0,0,0,NA,NA,NA,NA,NA,NA,NA,68,936,10,15,28,NA,NA,NA,NA,NA,NA,NA
"20","10198_10",0,0,0,0,1,NA,NA,NA,NA,NA,60,1784.5,240,146,91,129,120,NA,NA,NA,NA,NA
"21","10198_11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1784.5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","10198_2",0,0,0,NA,NA,NA,NA,NA,NA,NA,60,1784.5,43,51,70,NA,NA,NA,NA,NA,NA,NA
"23","10198_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1784.5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","10198_4",1,1,NA,NA,NA,NA,NA,NA,NA,NA,60,1784.5,240,240,NA,NA,NA,NA,NA,NA,NA,NA
"25","10198_6",0,1,1,NA,NA,NA,NA,NA,NA,NA,60,1784.5,21,2,56,NA,NA,NA,NA,NA,NA,NA
"26","10296_2",0,0,0,0,NA,NA,NA,NA,NA,NA,60,1220,180,30,17,50,NA,NA,NA,NA,NA,NA
"27","10297_2",0,0,NA,NA,NA,NA,NA,NA,NA,NA,68,1109,27,85,NA,NA,NA,NA,NA,NA,NA,NA
"28","10302_6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,982,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","10302_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,982,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","10309_4",0,0,NA,NA,NA,NA,NA,NA,NA,NA,60,1302,56,54,NA,NA,NA,NA,NA,NA,NA,NA
"31","10310_4",0,0,0,NA,NA,NA,NA,NA,NA,NA,71,1173,180,42,54,NA,NA,NA,NA,NA,NA,NA
"32","10323_0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,60,941,28,26,NA,NA,NA,NA,NA,NA,NA,NA
"33","10323_6",0,0,0,0,0,NA,NA,NA,NA,NA,60,941,10,18,16,31,64,NA,NA,NA,NA,NA
"34","10323_9",0,0,0,0,NA,NA,NA,NA,NA,NA,60,941,5,2,10,90,NA,NA,NA,NA,NA,NA
"35","10326_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1037,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","10326_5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1037,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","10326_7",0,0,0,NA,NA,NA,NA,NA,NA,NA,60,1037,49,91,1,NA,NA,NA,NA,NA,NA,NA
"38","10335_6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1572,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","10335_9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1572,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","10338_2",0,1,NA,NA,NA,NA,NA,NA,NA,NA,60,1767,129,90,NA,NA,NA,NA,NA,NA,NA,NA
"41","10338_6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1767,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","10338_7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1767,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","10338_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1767,153,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","10341_3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2202,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","10342_10",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,2261,270,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","10342_6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,2261,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","10450_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1399,207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","10450_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1399,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","10459_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,946,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","10460_7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1022,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","10467_0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1055,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","10471_0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1350,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","10478_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1910,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","10482_3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,2157,117,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","10577_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1286,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","10583_11",0,0,NA,NA,NA,NA,NA,NA,NA,NA,68,965,4,5,NA,NA,NA,NA,NA,NA,NA,NA
"57","10583_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,965,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","10585_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1031.5,76,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","10589_4",0,1,1,NA,NA,NA,NA,NA,NA,NA,60,1651,75,160,45,NA,NA,NA,NA,NA,NA,NA
"60","10602_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,993,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","10603_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,943,65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","10608_0",0,0,0,0,NA,NA,NA,NA,NA,NA,60,1122,56,132,42,100,NA,NA,NA,NA,NA,NA
"63","10608_1",0,0,0,0,NA,NA,NA,NA,NA,NA,60,1122,66,105,5,218,NA,NA,NA,NA,NA,NA
"64","10608_10",0,0,0,NA,NA,NA,NA,NA,NA,NA,60,1122,99,87,30,NA,NA,NA,NA,NA,NA,NA
"65","10608_11",0,0,0,NA,NA,NA,NA,NA,NA,NA,60,1122,87,194,15,NA,NA,NA,NA,NA,NA,NA
"66","10608_12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1122,143,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","10608_2",0,0,0,NA,NA,NA,NA,NA,NA,NA,60,1122,220,240,283,NA,NA,NA,NA,NA,NA,NA
"68","10608_4",0,0,0,0,NA,NA,NA,NA,NA,NA,60,1122,275,80,55,189,NA,NA,NA,NA,NA,NA
"69","10608_8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1122,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","10609_5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1177,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","10609_6",0,0,0,0,NA,NA,NA,NA,NA,NA,60,1177,240,300,240,180,NA,NA,NA,NA,NA,NA
"72","10611_12",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1343,161,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","10611_6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1343,138,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","10612_5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1292,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","10613_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1344,102,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","10614_4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1486,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","10615_2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1518,189,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","10615_4",0,1,NA,NA,NA,NA,NA,NA,NA,NA,65,1518,49,119,NA,NA,NA,NA,NA,NA,NA,NA
"79","10618_1",0,1,NA,NA,NA,NA,NA,NA,NA,NA,74,1827,30,56,NA,NA,NA,NA,NA,NA,NA,NA
"80","10618_10",1,1,0,1,0,1,0,0,NA,NA,74,1827,87,53,294,250,259,280,10,24,NA,NA
"81","10618_11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1827,264,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","10618_2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1827,175,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","10618_3",1,1,0,0,NA,NA,NA,NA,NA,NA,74,1827,107,117,15,180,NA,NA,NA,NA,NA,NA
"84","10618_4",1,0,0,0,0,0,0,0,0,1,74,1827,271,6,57,12,3,33,84,127,66,53
"85","10618_5",1,1,1,1,0,0,0,0,0,0,74,1827,121,183,53,118,61,13,42,69,37,105
"86","10618_6",0,1,0,NA,NA,NA,NA,NA,NA,NA,74,1827,119,79,110,NA,NA,NA,NA,NA,NA,NA
"87","10618_7",1,0,1,NA,NA,NA,NA,NA,NA,NA,74,1827,158,11,232,NA,NA,NA,NA,NA,NA,NA
"88","10618_8",1,1,1,0,1,1,0,1,1,1,74,1827,25,110,61,51,41,121,180,81,118,120
"89","10618_9",1,0,0,0,0,0,0,1,0,1,74,1827,75,73,32,80,109,26,27,240,48,16
"90","10619_2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2001,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","10619_5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2001,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","10619_9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2001,104,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","10620_1",0,0,0,NA,NA,NA,NA,NA,NA,NA,62,1903,5,5,5,NA,NA,NA,NA,NA,NA,NA
"94","10620_3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1903,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","10621_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2078.5,183,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","10621_7",1,1,NA,NA,NA,NA,NA,NA,NA,NA,62,2078.5,124,143,NA,NA,NA,NA,NA,NA,NA,NA
"97","10621_9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2078.5,115,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","10622_9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2188,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","10628_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,2540,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","10630_12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,2534,281,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","10631_12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,2676,64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","10631_9",0,0,NA,NA,NA,NA,NA,NA,NA,NA,17,2676,15,69,NA,NA,NA,NA,NA,NA,NA,NA
"103","10632_9",1,0,NA,NA,NA,NA,NA,NA,NA,NA,22,2703,46,53,NA,NA,NA,NA,NA,NA,NA,NA
"104","10633_9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2875,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","10721_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,999,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","10722_0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,986,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","10722_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,986,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","10725_4",0,0,NA,NA,NA,NA,NA,NA,NA,NA,65,983,24,17,NA,NA,NA,NA,NA,NA,NA,NA
"109","10726_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1054.5,56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","10730_4",1,0,1,NA,NA,NA,NA,NA,NA,NA,62,1716,94,61,280,NA,NA,NA,NA,NA,NA,NA
"111","10731_4",0,1,NA,NA,NA,NA,NA,NA,NA,NA,62,1633,109,57,NA,NA,NA,NA,NA,NA,NA,NA
"112","10737_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1119,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","10742_11",0,0,NA,NA,NA,NA,NA,NA,NA,NA,71,1016,15,21,NA,NA,NA,NA,NA,NA,NA,NA
"114","10742_12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1016,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","10742_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1016,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","10742_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1016,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","10742_6",0,0,NA,NA,NA,NA,NA,NA,NA,NA,71,1016,190,28,NA,NA,NA,NA,NA,NA,NA,NA
"118","10743_1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1014,198,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","10743_10",0,0,0,NA,NA,NA,NA,NA,NA,NA,71,1014,8,72,97,NA,NA,NA,NA,NA,NA,NA
"120","10743_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","10743_5",0,0,NA,NA,NA,NA,NA,NA,NA,NA,71,1014,168,125,NA,NA,NA,NA,NA,NA,NA,NA
"122","10743_8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1014,110,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","10744_2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,994,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","10744_4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,994,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","10744_5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,994,175,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","10744_7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,994,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","10758_3",1,0,NA,NA,NA,NA,NA,NA,NA,NA,65,1681,180,45,NA,NA,NA,NA,NA,NA,NA,NA
"128","10759_10",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1821,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","10759_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1821,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","10759_6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1821,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","10759_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1821,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","10760_0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2016,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","10760_1",1,0,NA,NA,NA,NA,NA,NA,NA,NA,94,2016,155,137,NA,NA,NA,NA,NA,NA,NA,NA
"134","10760_4",0,1,0,1,1,1,1,1,1,1,94,2016,60,60,7,10,5,5,10,10,5,10
"135","10760_6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2016,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","10760_9",1,1,NA,NA,NA,NA,NA,NA,NA,NA,94,2016,240,180,NA,NA,NA,NA,NA,NA,NA,NA
"137","10761_3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2061,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","10762_10",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2049.5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","10762_11",1,1,1,1,0,0,NA,NA,NA,NA,62,2049.5,144,60,144,211,144,123,NA,NA,NA,NA
"140","10762_5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2049.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","10762_8",1,1,NA,NA,NA,NA,NA,NA,NA,NA,62,2049.5,5,23,NA,NA,NA,NA,NA,NA,NA,NA
"142","10762_9",1,0,1,NA,NA,NA,NA,NA,NA,NA,62,2049.5,55,10,2,NA,NA,NA,NA,NA,NA,NA
"143","10763_0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,2171,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","10763_11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,2171,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","10763_4",1,1,1,NA,NA,NA,NA,NA,NA,NA,77,2171,169,212,193,NA,NA,NA,NA,NA,NA,NA
"146","10769_0",0,1,NA,NA,NA,NA,NA,NA,NA,NA,34,2521,60,171,NA,NA,NA,NA,NA,NA,NA,NA
"147","10769_1",0,1,1,0,1,0,0,0,0,0,34,2521,20,101,92,34,4,130,12,5,62,100
"148","10769_10",1,0,0,NA,NA,NA,NA,NA,NA,NA,34,2521,239,145,300,NA,NA,NA,NA,NA,NA,NA
"149","10769_12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2521,117,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","10769_2",0,1,1,0,1,NA,NA,NA,NA,NA,34,2521,2,37,180,115,88,NA,NA,NA,NA,NA
"151","10769_3",1,1,1,0,NA,NA,NA,NA,NA,NA,34,2521,103,300,180,162,NA,NA,NA,NA,NA,NA
"152","10769_4",0,1,1,0,1,NA,NA,NA,NA,NA,34,2521,192,108,129,23,197,NA,NA,NA,NA,NA
"153","10769_5",1,1,1,0,1,1,NA,NA,NA,NA,34,2521,14,294,32,210,216,48,NA,NA,NA,NA
"154","10769_6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2521,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","10769_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2521,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","10769_8",1,1,NA,NA,NA,NA,NA,NA,NA,NA,34,2521,300,264,NA,NA,NA,NA,NA,NA,NA,NA
"157","10770_10",0,0,NA,NA,NA,NA,NA,NA,NA,NA,22,2560,40,40,NA,NA,NA,NA,NA,NA,NA,NA
"158","10770_11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,2560,196,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","10770_12",1,0,NA,NA,NA,NA,NA,NA,NA,NA,22,2560,144,75,NA,NA,NA,NA,NA,NA,NA,NA
"160","10770_5",1,1,NA,NA,NA,NA,NA,NA,NA,NA,22,2560,6,200,NA,NA,NA,NA,NA,NA,NA,NA
"161","10770_6",1,1,NA,NA,NA,NA,NA,NA,NA,NA,22,2560,142,242,NA,NA,NA,NA,NA,NA,NA,NA
"162","10770_7",1,0,1,1,NA,NA,NA,NA,NA,NA,22,2560,300,69,132,230,NA,NA,NA,NA,NA,NA
"163","10770_8",0,1,NA,NA,NA,NA,NA,NA,NA,NA,22,2560,70,135,NA,NA,NA,NA,NA,NA,NA,NA
"164","10770_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,2560,62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","10771_12",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2623,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","10771_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2623,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","10773_4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2859,237,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","10775_9",0,0,0,0,NA,NA,NA,NA,NA,NA,28,3254,30,27,50,46,NA,NA,NA,NA,NA,NA
"169","10860_0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1107,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","10860_2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1107,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","10861_0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1018,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","10861_11",0,0,0,0,0,NA,NA,NA,NA,NA,74,1018,4,16,2,22,6,NA,NA,NA,NA,NA
"173","10862_0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,74,989,213,31,NA,NA,NA,NA,NA,NA,NA,NA
"174","10870_4",1,1,NA,NA,NA,NA,NA,NA,NA,NA,62,1559,120,38,NA,NA,NA,NA,NA,NA,NA,NA
"175","10871_4",0,0,1,0,NA,NA,NA,NA,NA,NA,62,1631,88,195,59,64,NA,NA,NA,NA,NA,NA
"176","10872_4",0,0,0,0,0,NA,NA,NA,NA,NA,71,1421,15,60,91,14,30,NA,NA,NA,NA,NA
"177","10872_5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1421,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","10882_2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1121,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","10883_4",0,0,0,0,0,NA,NA,NA,NA,NA,71,1041,66,34,64,53,16,NA,NA,NA,NA,NA
"180","10883_6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1041,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","10884_5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1024,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","10884_6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1024,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","10890_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1124,222,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","10890_5",0,0,NA,NA,NA,NA,NA,NA,NA,NA,60,1124,43,180,NA,NA,NA,NA,NA,NA,NA,NA
"185","10893_10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1202,82,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","10893_7",0,0,0,NA,NA,NA,NA,NA,NA,NA,62,1202,150,90,60,NA,NA,NA,NA,NA,NA,NA
"187","10893_8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1202,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","10894_0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1230,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","10894_1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1230,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","10894_10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1230,98,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","10894_2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1230,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","10894_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1230,223,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","10894_5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1230,105,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","10894_8",0,0,0,NA,NA,NA,NA,NA,NA,NA,60,1230,43,5,75,NA,NA,NA,NA,NA,NA,NA
"195","10897_7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1398,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","10897_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1398,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","10898_10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1531,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","10898_2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1531,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","10898_3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1531,65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","10898_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1531,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","10899_11",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1777,111,NA,NA,NA,NA,NA,NA,NA,NA,NA
