"site","y.1","y.2","y.3","y.4","y.5","y.6","y.7","y.8","y.9","y.10","bio18_1981_01_01_1982_01_01","bio4_1981_01_01_1982_01_01","bio7_1981_01_01_1982_01_01","duration_minutes.1","duration_minutes.2","duration_minutes.3","duration_minutes.4","duration_minutes.5","duration_minutes.6","duration_minutes.7","duration_minutes.8","duration_minutes.9","duration_minutes.10"
"14577_87",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,15,NA,NA,NA,NA,NA,NA,NA,NA
"14577_88",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,6,5,NA,NA,NA,NA,NA,NA,NA
"14577_89",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,5,15,NA,NA,NA,NA,NA,NA
"14577_90",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14577_91",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,NA,NA,NA,NA,NA,NA,NA,NA
"14577_93",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,NA,NA,NA,NA,NA,NA,NA,NA
"14577_101",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14577_105",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,40,45,NA,NA,NA,NA,NA,NA,NA
"14577_106",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA
"14577_107",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,20,NA,NA,NA,NA,NA,NA,NA,NA
"14577_108",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,NA,NA,NA,NA
"14577_109",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14577_135",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14577_136",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14577_144",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14577_159",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14578_43",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14578_80",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14578_98",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14578_110",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14578_112",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14578_113",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14578_115",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14578_155",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14578_158",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14579_87",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14579_123",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,200,222,NA,NA,NA,NA,NA,NA,NA
"14579_126",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,270,NA,NA,NA,NA,NA,NA,NA,NA
"14579_151",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14579_153",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,76,NA,NA,NA,NA,NA,NA,NA,NA
"14579_155",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14579_156",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,15,NA,NA,NA,NA,NA,NA,NA
"14579_158",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14579_162",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5,5,20,10,10,9,6,NA,NA,NA
"14579_163",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14580_64",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,145,NA,NA,NA,NA,NA,NA,NA,NA
"14580_95",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14580_105",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14580_107",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14580_110",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14580_111",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,48,45,NA,NA,NA,NA,NA,NA,NA
"14580_120",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,58,NA,NA,NA,NA,NA,NA,NA,NA
"14580_121",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,35,20,NA,NA,NA,NA,NA,NA,NA
"14580_122",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14580_124",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,214,NA,NA,NA,NA,NA,NA,NA,NA
"14580_144",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,45,NA,NA,NA,NA,NA,NA,NA,NA
"14580_145",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,30,70,NA,NA,NA,NA,NA,NA,NA
"14580_147",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,111,44,66,30,60,NA,NA,NA,NA,NA
"14580_148",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,33,NA,NA,NA,NA,NA,NA,NA,NA
"14580_149",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,40,NA,NA,NA,NA,NA,NA,NA,NA
"14580_152",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,68,70,21,72,10,67,117,47,107,38
"14580_153",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,91,30,47,90,108,NA,NA,NA,NA,NA
"14580_156",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14580_157",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,79,NA,NA,NA,NA,NA,NA,NA,NA
"14580_158",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14580_159",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,67,183,15,NA,NA,NA,NA,NA,NA
"14580_160",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14580_165",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14581_113",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14582_115",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14582_159",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,70,40,2,NA,NA,NA,NA,NA,NA
"14587_108",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14587_113",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14587_129",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14587_159",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14587_164",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14588_89",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14588_101",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14588_105",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14588_106",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,208,NA,NA,NA,NA,NA,NA,NA,NA
"14588_107",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14588_109",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14588_113",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,10,68,32,15,20,NA,NA,NA,NA,NA
"14588_115",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,290,NA,NA,NA,NA,NA,NA,NA,NA
"14588_116",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,240,NA,NA,NA,NA,NA,NA,NA,NA
"14588_119",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14588_120",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,129,176,NA,NA,NA,NA,NA,NA,NA
"14588_121",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14588_123",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA
"14588_124",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14588_128",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14588_129",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14588_131",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14588_134",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,15,NA,NA,NA,NA,NA,NA,NA,NA
"14588_136",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14588_137",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14588_141",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14588_146",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14588_152",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14588_154",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,16,NA,NA,NA,NA,NA,NA,NA,NA
"14588_155",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,263,NA,NA,NA,NA,NA,NA,NA,NA
"14588_159",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14588_160",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14588_162",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,81,11,NA,NA,NA,NA,NA,NA,NA
"14588_165",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,65,NA,NA,NA,NA,NA,NA,NA,NA
"14591_76",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14591_89",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14591_115",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14591_120",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14591_123",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14591_143",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14591_154",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14592_95",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14592_99",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14593_86",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14593_105",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14593_123",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14594_76",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14594_89",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14594_99",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14594_106",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14594_113",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,65,20,NA,NA,NA,NA,NA,NA,NA
"14594_123",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14594_127",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14594_157",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14594_164",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14597_144",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14598_115",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11755,278,86,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14598_131",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11755,278,86,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14602_113",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11604,272,87,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14602_153",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11604,272,87,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14603_135",1,1,NA,NA,NA,NA,NA,NA,NA,NA,11699,267,87,30,7,NA,NA,NA,NA,NA,NA,NA,NA
"14606_91",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12129,301,90,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14607_155",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12097,319,91,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14608_150",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10283,317,91,252,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14608_155",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10283,317,91,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14624_84",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14626_147",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14627_121",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14627_134",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,62,NA,NA,NA,NA,NA,NA,NA,NA
"14627_147",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,48,NA,NA,NA,NA,NA,NA,NA,NA
"14627_150",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14627_154",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14627_159",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14628_77",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14628_121",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,45,25,NA,NA,NA,NA,NA,NA,NA
"14628_136",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14630_65",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14630_77",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14630_89",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14630_94",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14630_100",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,90,NA,NA,NA,NA,NA,NA,NA,NA
"14630_101",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14630_104",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14630_105",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14630_113",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14630_127",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14630_162",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14631_101",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14633_127",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14633_132",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,232,204,252,109,87,178,NA,NA,NA,NA
"14633_135",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14634_97",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14644_133",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14646_160",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14656_153",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14657_112",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,60,NA,NA,NA,NA,NA,NA,NA,NA
"14657_113",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14657_114",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14657_115",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14657_116",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14657_126",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,39,NA,NA,NA,NA,NA,NA,NA,NA
"14657_144",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA
"14657_153",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,68,NA,NA,NA,NA,NA,NA,NA,NA
"14657_162",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14658_144",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,101,NA,NA,NA,NA,NA,NA,NA,NA
"14658_150",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,9,5,NA,NA,NA,NA,NA,NA
"14658_151",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14658_153",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,14,23,NA,NA,NA,NA,NA,NA,NA
"14690_140",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14693_108",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14694_108",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14695_160",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14696_101",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14696_102",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14696_144",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,90,NA,NA,NA,NA,NA,NA,NA,NA
"14696_150",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,206,NA,NA,NA,NA,NA,NA,NA,NA
"14705_95",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14705_99",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14706_67",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14707_117",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14707_160",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14708_159",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14709_114",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14709_160",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14710_126",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14710_129",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14710_133",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14710_147",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,248,248,NA,NA,NA,NA,NA,NA,NA
"14710_148",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14710_149",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14710_150",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
