"site","y.1","y.2","y.3","y.4","y.5","y.6","y.7","y.8","y.9","y.10","bio18_1981_01_01_1982_01_01","bio4_1981_01_01_1982_01_01","bio7_1981_01_01_1982_01_01","duration_minutes.1","duration_minutes.2","duration_minutes.3","duration_minutes.4","duration_minutes.5","duration_minutes.6","duration_minutes.7","duration_minutes.8","duration_minutes.9","duration_minutes.10"
"11426_143",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8626,254,94,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11426_144",0,0,NA,NA,NA,NA,NA,NA,NA,NA,8626,254,94,90,90,NA,NA,NA,NA,NA,NA,NA,NA
"11426_146",1,1,1,0,0,0,0,NA,NA,NA,8626,254,94,157,125,41,157,44,56,30,NA,NA,NA
"11426_147",0,0,1,0,0,NA,NA,NA,NA,NA,8626,254,94,30,60,5,5,5,NA,NA,NA,NA,NA
"11426_148",0,0,1,NA,NA,NA,NA,NA,NA,NA,8626,254,94,30,20,82,NA,NA,NA,NA,NA,NA,NA
"11426_149",0,0,NA,NA,NA,NA,NA,NA,NA,NA,8626,254,94,30,60,NA,NA,NA,NA,NA,NA,NA,NA
"11426_151",0,0,0,1,NA,NA,NA,NA,NA,NA,8626,254,94,240,120,20,65,NA,NA,NA,NA,NA,NA
"11426_153",1,0,NA,NA,NA,NA,NA,NA,NA,NA,8626,254,94,115,60,NA,NA,NA,NA,NA,NA,NA,NA
"11426_154",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8626,254,94,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11426_157",1,1,0,NA,NA,NA,NA,NA,NA,NA,8626,254,94,44,184,30,NA,NA,NA,NA,NA,NA,NA
"11426_158",0,1,1,0,NA,NA,NA,NA,NA,NA,8626,254,94,104,90,92,30,NA,NA,NA,NA,NA,NA
"11426_159",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8626,254,94,73,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11426_160",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8626,254,94,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11426_162",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8626,254,94,93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11426_164",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8626,254,94,243,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11426_165",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8626,254,94,142,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427_41",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427_42",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427_60",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427_73",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427_74",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427_75",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427_87",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427_88",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427_98",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427_120",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,146,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427_123",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427_126",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427_133",1,1,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,165,98,NA,NA,NA,NA,NA,NA,NA,NA
"11427_135",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,291,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427_136",1,1,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,123,85,NA,NA,NA,NA,NA,NA,NA,NA
"11427_137",0,1,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,18,100,NA,NA,NA,NA,NA,NA,NA,NA
"11427_138",1,1,1,NA,NA,NA,NA,NA,NA,NA,8575,221,94,143,39,248,NA,NA,NA,NA,NA,NA,NA
"11427_139",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,185,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427_142",0,1,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,240,60,NA,NA,NA,NA,NA,NA,NA,NA
"11427_143",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,113,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427_148",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427_150",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427_151",1,0,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,89,82,NA,NA,NA,NA,NA,NA,NA,NA
"11427_155",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427_156",0,0,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,121,35,NA,NA,NA,NA,NA,NA,NA,NA
"11427_157",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427_160",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,226,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427_161",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427_162",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,195,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427_163",1,0,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,120,44,NA,NA,NA,NA,NA,NA,NA,NA
"11427_164",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8575,221,94,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11428_117",1,1,NA,NA,NA,NA,NA,NA,NA,NA,8563,225,94,180,120,NA,NA,NA,NA,NA,NA,NA,NA
"11428_135",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8563,225,94,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11428_138",1,1,1,NA,NA,NA,NA,NA,NA,NA,8563,225,94,37,25,16,NA,NA,NA,NA,NA,NA,NA
"11428_139",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8563,225,94,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11428_141",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8563,225,94,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11428_142",1,0,NA,NA,NA,NA,NA,NA,NA,NA,8563,225,94,3,75,NA,NA,NA,NA,NA,NA,NA,NA
"11428_144",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8563,225,94,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11428_146",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8563,225,94,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11428_147",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8563,225,94,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11428_148",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8563,225,94,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11428_149",1,0,1,NA,NA,NA,NA,NA,NA,NA,8563,225,94,105,120,222,NA,NA,NA,NA,NA,NA,NA
"11428_151",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8563,225,94,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11428_153",0,0,NA,NA,NA,NA,NA,NA,NA,NA,8563,225,94,2,17,NA,NA,NA,NA,NA,NA,NA,NA
"11428_154",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8563,225,94,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11428_155",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8563,225,94,266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11428_157",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8563,225,94,156,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11428_159",1,1,1,NA,NA,NA,NA,NA,NA,NA,8563,225,94,134,180,40,NA,NA,NA,NA,NA,NA,NA
"11428_160",0,1,NA,NA,NA,NA,NA,NA,NA,NA,8563,225,94,60,176,NA,NA,NA,NA,NA,NA,NA,NA
"11428_161",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8563,225,94,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11428_162",1,0,NA,NA,NA,NA,NA,NA,NA,NA,8563,225,94,195,14,NA,NA,NA,NA,NA,NA,NA,NA
"11428_163",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8563,225,94,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_13",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_56",0,0,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,20,20,NA,NA,NA,NA,NA,NA,NA,NA
"11429_75",0,0,0,1,0,NA,NA,NA,NA,NA,8553,231,94,15,20,60,7,16,NA,NA,NA,NA,NA
"11429_76",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_85",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_86",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_87",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_88",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_92",0,1,0,NA,NA,NA,NA,NA,NA,NA,8553,231,94,90,150,45,NA,NA,NA,NA,NA,NA,NA
"11429_97",0,0,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,40,15,NA,NA,NA,NA,NA,NA,NA,NA
"11429_98",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_99",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_100",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_101",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_102",0,0,0,0,NA,NA,NA,NA,NA,NA,8553,231,94,15,35,10,3,NA,NA,NA,NA,NA,NA
"11429_103",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_104",1,0,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,60,6,NA,NA,NA,NA,NA,NA,NA,NA
"11429_105",0,0,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,42,25,NA,NA,NA,NA,NA,NA,NA,NA
"11429_107",0,1,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,180,130,NA,NA,NA,NA,NA,NA,NA,NA
"11429_108",0,1,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,10,50,NA,NA,NA,NA,NA,NA,NA,NA
"11429_109",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_110",0,1,0,0,NA,NA,NA,NA,NA,NA,8553,231,94,10,54,26,60,NA,NA,NA,NA,NA,NA
"11429_111",1,1,0,0,0,NA,NA,NA,NA,NA,8553,231,94,45,50,14,15,18,NA,NA,NA,NA,NA
"11429_115",1,0,0,NA,NA,NA,NA,NA,NA,NA,8553,231,94,300,50,9,NA,NA,NA,NA,NA,NA,NA
"11429_116",0,1,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,25,260,NA,NA,NA,NA,NA,NA,NA,NA
"11429_117",1,0,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,120,85,NA,NA,NA,NA,NA,NA,NA,NA
"11429_118",0,0,0,NA,NA,NA,NA,NA,NA,NA,8553,231,94,113,48,134,NA,NA,NA,NA,NA,NA,NA
"11429_119",0,1,0,NA,NA,NA,NA,NA,NA,NA,8553,231,94,300,32,10,NA,NA,NA,NA,NA,NA,NA
"11429_120",1,0,0,0,0,NA,NA,NA,NA,NA,8553,231,94,150,5,6,300,236,NA,NA,NA,NA,NA
"11429_121",1,0,0,NA,NA,NA,NA,NA,NA,NA,8553,231,94,188,120,60,NA,NA,NA,NA,NA,NA,NA
"11429_122",1,0,0,0,0,NA,NA,NA,NA,NA,8553,231,94,39,26,17,20,15,NA,NA,NA,NA,NA
"11429_123",0,1,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,120,63,NA,NA,NA,NA,NA,NA,NA,NA
"11429_124",0,1,0,1,0,NA,NA,NA,NA,NA,8553,231,94,20,11,9,135,191,NA,NA,NA,NA,NA
"11429_126",0,1,0,NA,NA,NA,NA,NA,NA,NA,8553,231,94,22,126,300,NA,NA,NA,NA,NA,NA,NA
"11429_127",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,251,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_128",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,210,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_130",1,1,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,172,300,NA,NA,NA,NA,NA,NA,NA,NA
"11429_131",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_132",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_133",1,0,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,104,180,NA,NA,NA,NA,NA,NA,NA,NA
"11429_134",0,1,1,1,0,1,NA,NA,NA,NA,8553,231,94,2,108,240,300,6,18,NA,NA,NA,NA
"11429_135",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_136",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_137",1,1,0,0,NA,NA,NA,NA,NA,NA,8553,231,94,292,298,90,54,NA,NA,NA,NA,NA,NA
"11429_138",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,105,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_139",0,1,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,150,201,NA,NA,NA,NA,NA,NA,NA,NA
"11429_140",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_141",0,0,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,82,127,NA,NA,NA,NA,NA,NA,NA,NA
"11429_142",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_144",0,0,0,0,0,0,NA,NA,NA,NA,8553,231,94,36,144,63,16,33,20,NA,NA,NA,NA
"11429_145",0,0,0,1,1,0,1,NA,NA,NA,8553,231,94,40,52,23,179,72,79,65,NA,NA,NA
"11429_146",1,0,1,1,0,NA,NA,NA,NA,NA,8553,231,94,300,48,150,210,79,NA,NA,NA,NA,NA
"11429_147",0,0,1,0,1,0,NA,NA,NA,NA,8553,231,94,30,21,141,12,31,30,NA,NA,NA,NA
"11429_148",0,0,0,0,1,1,NA,NA,NA,NA,8553,231,94,24,25,6,92,212,26,NA,NA,NA,NA
"11429_149",1,1,0,NA,NA,NA,NA,NA,NA,NA,8553,231,94,31,300,30,NA,NA,NA,NA,NA,NA,NA
"11429_150",1,0,0,0,NA,NA,NA,NA,NA,NA,8553,231,94,160,19,75,53,NA,NA,NA,NA,NA,NA
"11429_151",0,1,0,0,NA,NA,NA,NA,NA,NA,8553,231,94,121,51,22,261,NA,NA,NA,NA,NA,NA
"11429_152",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_153",0,0,0,0,1,0,1,0,1,NA,8553,231,94,65,10,4,16,17,14,9,59,46,NA
"11429_154",1,1,0,0,NA,NA,NA,NA,NA,NA,8553,231,94,29,134,34,15,NA,NA,NA,NA,NA,NA
"11429_155",1,0,0,NA,NA,NA,NA,NA,NA,NA,8553,231,94,17,175,2,NA,NA,NA,NA,NA,NA,NA
"11429_156",0,0,0,0,0,0,0,1,NA,NA,8553,231,94,10,23,2,13,170,49,30,26,NA,NA
"11429_157",0,0,1,0,0,0,0,0,0,0,8553,231,94,13,15,248,95,12,44,35,9,16,66
"11429_158",0,0,1,0,0,0,1,0,0,0,8553,231,94,21,15,30,15,30,20,18,79,30,28
"11429_159",0,1,0,0,1,0,1,0,NA,NA,8553,231,94,32,49,23,42,70,13,134,221,NA,NA
"11429_160",0,0,0,0,0,0,1,1,NA,NA,8553,231,94,40,45,11,5,90,30,20,33,NA,NA
"11429_161",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429_162",0,0,1,0,NA,NA,NA,NA,NA,NA,8553,231,94,24,129,275,5,NA,NA,NA,NA,NA,NA
"11429_163",0,0,0,0,0,NA,NA,NA,NA,NA,8553,231,94,24,10,10,20,191,NA,NA,NA,NA,NA
"11429_164",0,0,0,1,0,NA,NA,NA,NA,NA,8553,231,94,16,15,36,80,48,NA,NA,NA,NA,NA
"11429_165",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,231,94,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430_90",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8576,223,96,79,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430_105",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8576,223,96,93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430_111",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8576,223,96,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430_117",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8576,223,96,107,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430_118",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8576,223,96,57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430_120",0,0,NA,NA,NA,NA,NA,NA,NA,NA,8576,223,96,180,236,NA,NA,NA,NA,NA,NA,NA,NA
"11430_154",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8576,223,96,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430_158",0,0,NA,NA,NA,NA,NA,NA,NA,NA,8576,223,96,30,70,NA,NA,NA,NA,NA,NA,NA,NA
"11431_66",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8665,225,96,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11431_93",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8665,225,96,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11433_95",0,0,NA,NA,NA,NA,NA,NA,NA,NA,9206,256,96,75,60,NA,NA,NA,NA,NA,NA,NA,NA
"11435_88",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9805,253,97,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11435_91",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9805,253,97,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11436_102",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10166,265,98,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11437_109",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10565,260,99,118,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11437_121",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10565,260,99,96,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11437_133",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10565,260,99,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11437_155",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10565,260,99,61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11438_102",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9382,280,99,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11438_109",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9382,280,99,77,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11438_113",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9382,280,99,268,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11438_121",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9382,280,99,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11438_133",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9382,280,99,65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11438_145",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9382,280,99,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11447_158",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11453_141",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,20,79,120,NA,NA,NA,NA,NA,NA
"11453_143",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11453_162",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,54,NA,NA,NA,NA,NA,NA,NA,NA
"11454_113",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,135,NA,NA,NA,NA,NA,NA,NA,NA
"11454_116",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11454_133",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11454_137",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,55,35,NA,NA,NA,NA,NA,NA,NA
"11454_138",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,59,46,133,50,15,NA,NA,NA,NA,NA
"11454_141",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11454_143",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11454_145",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11454_149",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11454_150",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,20,59,NA,NA,NA,NA,NA,NA,NA
"11454_155",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11455_138",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11455_142",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11455_143",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,94,124,NA,NA,NA,NA,NA,NA,NA
"11455_146",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,36,NA,NA,NA,NA,NA,NA,NA,NA
"11455_150",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11455_154",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11455_159",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,51,NA,NA,NA,NA,NA,NA,NA,NA
"11455_162",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,37,NA,NA,NA,NA,NA,NA,NA,NA
"11456_138",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,32,33,NA,NA,NA,NA,NA,NA,NA
"11456_142",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11456_143",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,40,109,59,NA,NA,NA,NA,NA,NA
"11456_146",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,39,NA,NA,NA,NA,NA,NA,NA,NA
"11456_148",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11456_150",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,33,60,NA,NA,NA,NA,NA,NA,NA
"11456_154",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,35,NA,NA,NA,NA,NA,NA,NA,NA
"11456_158",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11456_159",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,41,NA,NA,NA,NA,NA,NA,NA,NA
"11456_162",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11457_113",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11457_116",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11457_137",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,30,45,50,NA,NA,NA,NA,NA,NA
"11457_138",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,38,NA,NA,NA,NA,NA,NA,NA,NA
